,column,value,Compound,Concentration (M)
2984,GC+ Pyocyanin,10.24115,GC+ Pyocyanin,0.0
2985,GC+ Pyocyanin,9.703287,GC+ Pyocyanin,0.0
2986,GC+ Pyocyanin,8.424685,GC+ Pyocyanin,0.0
2987,GC+ Pyocyanin,6.699313,GC+ Pyocyanin,0.0
2988,GC+ Pyocyanin,9.886897,GC+ Pyocyanin,0.0
2989,GC+ Pyocyanin,11.69408,GC+ Pyocyanin,0.0
2990,GC+ Pyocyanin,5.589421,GC+ Pyocyanin,0.0
2991,GC+ Pyocyanin,8.728825,GC+ Pyocyanin,0.0
2992,GC+ Pyocyanin,13.55304,GC+ Pyocyanin,0.0
2993,GC+ Pyocyanin,13.99886,GC+ Pyocyanin,0.0
2994,GC+ Pyocyanin,12.73054,GC+ Pyocyanin,0.0
2995,GC+ Pyocyanin,11.59535,GC+ Pyocyanin,0.0
2996,GC+ Pyocyanin,17.84412,GC+ Pyocyanin,0.0
2997,GC+ Pyocyanin,10.05603,GC+ Pyocyanin,0.0
2998,GC+ Pyocyanin,11.78508,GC+ Pyocyanin,0.0
2999,GC+ Pyocyanin,13.09751,GC+ Pyocyanin,0.0
3000,GC+ Pyocyanin,13.5606,GC+ Pyocyanin,0.0
3001,GC+ Pyocyanin,13.14972,GC+ Pyocyanin,0.0
3002,GC+ Pyocyanin,17.72247,GC+ Pyocyanin,0.0
3003,GC+ Pyocyanin,15.41916,GC+ Pyocyanin,0.0
3004,GC+ Pyocyanin,23.40654,GC+ Pyocyanin,0.0
3005,GC+ Pyocyanin,19.90727,GC+ Pyocyanin,0.0
3006,GC+ Pyocyanin,18.94502,GC+ Pyocyanin,0.0
3007,GC+ Pyocyanin,25.8621,GC+ Pyocyanin,0.0
3008,GC+ Pyocyanin,28.04016,GC+ Pyocyanin,0.0
3009,GC+ Pyocyanin,29.09501,GC+ Pyocyanin,0.0
3010,GC+ Pyocyanin,31.12257,GC+ Pyocyanin,0.0
3011,GC+ Pyocyanin,34.18162,GC+ Pyocyanin,0.0
3012,GC+ Pyocyanin,17.18504,GC+ Pyocyanin,0.0
3013,GC+ Pyocyanin,17.07739,GC+ Pyocyanin,0.0
3014,GC+ Pyocyanin,17.38787,GC+ Pyocyanin,0.0
3015,GC+ Pyocyanin,19.71645,GC+ Pyocyanin,0.0
3016,GC+ Pyocyanin,21.24881,GC+ Pyocyanin,0.0
3017,GC+ Pyocyanin,34.50583,GC+ Pyocyanin,0.0
3018,GC+ Pyocyanin,29.07468,GC+ Pyocyanin,0.0
3019,GC+ Pyocyanin,36.61221,GC+ Pyocyanin,0.0
3020,GC+ Pyocyanin,37.52049,GC+ Pyocyanin,0.0
3021,GC+ Pyocyanin,35.0718,GC+ Pyocyanin,0.0
3022,GC+ Pyocyanin,24.73181,GC+ Pyocyanin,0.0
3023,GC+ Pyocyanin,24.80557,GC+ Pyocyanin,0.0
3024,GC+ Pyocyanin,29.71227,GC+ Pyocyanin,0.0
3025,GC+ Pyocyanin,31.24471,GC+ Pyocyanin,0.0
3026,GC+ Pyocyanin,30.03687,GC+ Pyocyanin,0.0
3027,GC+ Pyocyanin,27.57189,GC+ Pyocyanin,0.0
3028,GC+ Pyocyanin,38.93211,GC+ Pyocyanin,0.0
3029,GC+ Pyocyanin,30.26166,GC+ Pyocyanin,0.0
3030,GC+ Pyocyanin,38.25482,GC+ Pyocyanin,0.0
3031,GC+ Pyocyanin,19.37809,GC+ Pyocyanin,0.0
3032,GC+ Pyocyanin,36.58961,GC+ Pyocyanin,0.0
3033,GC+ Pyocyanin,9.305816,GC+ Pyocyanin,0.0
3034,GC+ Pyocyanin,10.65944,GC+ Pyocyanin,0.0
3035,GC+ Pyocyanin,10.12614,GC+ Pyocyanin,0.0
3036,GC+ Pyocyanin,10.31842,GC+ Pyocyanin,0.0
3037,GC+ Pyocyanin,11.4656,GC+ Pyocyanin,0.0
3038,GC+ Pyocyanin,8.892733,GC+ Pyocyanin,0.0
3039,GC+ Pyocyanin,13.27482,GC+ Pyocyanin,0.0
3040,GC+ Pyocyanin,11.92825,GC+ Pyocyanin,0.0
3041,GC+ Pyocyanin,14.70457,GC+ Pyocyanin,0.0
3042,GC+ Pyocyanin,15.71378,GC+ Pyocyanin,0.0
3043,GC+ Pyocyanin,13.27821,GC+ Pyocyanin,0.0
3044,GC+ Pyocyanin,12.76607,GC+ Pyocyanin,0.0
3045,GC+ Pyocyanin,9.328134,GC+ Pyocyanin,0.0
3046,GC+ Pyocyanin,11.24031,GC+ Pyocyanin,0.0
3047,GC+ Pyocyanin,12.15369,GC+ Pyocyanin,0.0
3048,GC+ Pyocyanin,12.0606,GC+ Pyocyanin,0.0
3049,GC+ Pyocyanin,20.90126,GC+ Pyocyanin,0.0
3050,GC+ Pyocyanin,10.7665,GC+ Pyocyanin,0.0
3051,GC+ Pyocyanin,4.094316,GC+ Pyocyanin,0.0
3052,GC+ Pyocyanin,5.462882,GC+ Pyocyanin,0.0
3053,GC+ Pyocyanin,4.61167,GC+ Pyocyanin,0.0
3054,GC+ Pyocyanin,4.057276,GC+ Pyocyanin,0.0
3055,GC+ Pyocyanin,3.326564,GC+ Pyocyanin,0.0
3056,GC+ Pyocyanin,2.926323,GC+ Pyocyanin,0.0
3057,GC+ Pyocyanin,10.83784,GC+ Pyocyanin,0.0
3058,GC+ Pyocyanin,8.720181,GC+ Pyocyanin,0.0
3059,GC+ Pyocyanin,10.24115,GC+ Pyocyanin,0.0
3060,GC+ Pyocyanin,9.703287,GC+ Pyocyanin,0.0
3061,GC+ Pyocyanin,8.424685,GC+ Pyocyanin,0.0
3062,GC+ Pyocyanin,6.699313,GC+ Pyocyanin,0.0
3063,GC+ Pyocyanin,9.886897,GC+ Pyocyanin,0.0
3064,GC+ Pyocyanin,11.69408,GC+ Pyocyanin,0.0
3065,GC+ Pyocyanin,5.589421,GC+ Pyocyanin,0.0
3066,GC+ Pyocyanin,8.728825,GC+ Pyocyanin,0.0
3067,GC+ Pyocyanin,13.55304,GC+ Pyocyanin,0.0
3068,GC+ Pyocyanin,13.99886,GC+ Pyocyanin,0.0
3069,GC+ Pyocyanin,12.73054,GC+ Pyocyanin,0.0
3070,GC+ Pyocyanin,11.59535,GC+ Pyocyanin,0.0
3071,GC+ Pyocyanin,17.84412,GC+ Pyocyanin,0.0
3072,GC+ Pyocyanin,10.05603,GC+ Pyocyanin,0.0
3073,GC+ Pyocyanin,11.78508,GC+ Pyocyanin,0.0
3074,GC+ Pyocyanin,13.09751,GC+ Pyocyanin,0.0
3075,GC+ Pyocyanin,13.5606,GC+ Pyocyanin,0.0
3076,GC+ Pyocyanin,13.14972,GC+ Pyocyanin,0.0
3077,GC+ Pyocyanin,17.72247,GC+ Pyocyanin,0.0
3078,GC+ Pyocyanin,15.41916,GC+ Pyocyanin,0.0
3079,GC+ Pyocyanin,23.40654,GC+ Pyocyanin,0.0
3080,GC+ Pyocyanin,19.90727,GC+ Pyocyanin,0.0
3081,GC+ Pyocyanin,18.94502,GC+ Pyocyanin,0.0
3082,GC+ Pyocyanin,25.8621,GC+ Pyocyanin,0.0
3083,GC+ Pyocyanin,28.04016,GC+ Pyocyanin,0.0
3084,GC+ Pyocyanin,29.09501,GC+ Pyocyanin,0.0
3085,GC+ Pyocyanin,31.12257,GC+ Pyocyanin,0.0
3086,GC+ Pyocyanin,34.18162,GC+ Pyocyanin,0.0
3087,GC+ Pyocyanin,17.18504,GC+ Pyocyanin,0.0
3088,GC+ Pyocyanin,17.07739,GC+ Pyocyanin,0.0
3089,GC+ Pyocyanin,17.38787,GC+ Pyocyanin,0.0
3090,GC+ Pyocyanin,19.71645,GC+ Pyocyanin,0.0
3091,GC+ Pyocyanin,21.24881,GC+ Pyocyanin,0.0
3092,GC+ Pyocyanin,34.50583,GC+ Pyocyanin,0.0
3093,GC+ Pyocyanin,29.07468,GC+ Pyocyanin,0.0
3094,GC+ Pyocyanin,36.61221,GC+ Pyocyanin,0.0
3095,GC+ Pyocyanin,37.52049,GC+ Pyocyanin,0.0
3096,GC+ Pyocyanin,35.0718,GC+ Pyocyanin,0.0
3097,GC+ Pyocyanin,24.73181,GC+ Pyocyanin,0.0
3098,GC+ Pyocyanin,24.80557,GC+ Pyocyanin,0.0
3099,GC+ Pyocyanin,29.71227,GC+ Pyocyanin,0.0
3100,GC+ Pyocyanin,31.24471,GC+ Pyocyanin,0.0
3101,GC+ Pyocyanin,30.03687,GC+ Pyocyanin,0.0
3102,GC+ Pyocyanin,27.57189,GC+ Pyocyanin,0.0
3103,GC+ Pyocyanin,38.93211,GC+ Pyocyanin,0.0
3104,GC+ Pyocyanin,30.26166,GC+ Pyocyanin,0.0
3105,GC+ Pyocyanin,38.25482,GC+ Pyocyanin,0.0
3106,GC+ Pyocyanin,19.37809,GC+ Pyocyanin,0.0
3107,GC+ Pyocyanin,36.58961,GC+ Pyocyanin,0.0
3108,GC+ Pyocyanin,9.305816,GC+ Pyocyanin,0.0
3109,GC+ Pyocyanin,10.65944,GC+ Pyocyanin,0.0
3110,GC+ Pyocyanin,10.12614,GC+ Pyocyanin,0.0
3111,GC+ Pyocyanin,10.31842,GC+ Pyocyanin,0.0
3112,GC+ Pyocyanin,11.4656,GC+ Pyocyanin,0.0
3113,GC+ Pyocyanin,8.892733,GC+ Pyocyanin,0.0
3114,GC+ Pyocyanin,13.27482,GC+ Pyocyanin,0.0
3115,GC+ Pyocyanin,11.92825,GC+ Pyocyanin,0.0
3116,GC+ Pyocyanin,14.70457,GC+ Pyocyanin,0.0
3117,GC+ Pyocyanin,15.71378,GC+ Pyocyanin,0.0
3118,GC+ Pyocyanin,13.27821,GC+ Pyocyanin,0.0
3119,GC+ Pyocyanin,12.76607,GC+ Pyocyanin,0.0
3120,GC+ Pyocyanin,9.328134,GC+ Pyocyanin,0.0
3121,GC+ Pyocyanin,11.24031,GC+ Pyocyanin,0.0
3122,GC+ Pyocyanin,12.15369,GC+ Pyocyanin,0.0
3123,GC+ Pyocyanin,12.0606,GC+ Pyocyanin,0.0
3124,GC+ Pyocyanin,20.90126,GC+ Pyocyanin,0.0
3125,GC+ Pyocyanin,10.7665,GC+ Pyocyanin,0.0
3126,GC+ Pyocyanin,4.094316,GC+ Pyocyanin,0.0
3127,GC+ Pyocyanin,5.462882,GC+ Pyocyanin,0.0
3128,GC+ Pyocyanin,4.61167,GC+ Pyocyanin,0.0
3129,GC+ Pyocyanin,4.057276,GC+ Pyocyanin,0.0
3130,GC+ Pyocyanin,3.326564,GC+ Pyocyanin,0.0
3131,GC+ Pyocyanin,2.926323,GC+ Pyocyanin,0.0
3132,GC+ Pyocyanin,10.83784,GC+ Pyocyanin,0.0
3133,GC+ Pyocyanin,8.720181,GC+ Pyocyanin,0.0
3134,GC+ Pyocyanin,10.24115,GC+ Pyocyanin,0.0
3135,GC+ Pyocyanin,9.703287,GC+ Pyocyanin,0.0
3136,GC+ Pyocyanin,8.424685,GC+ Pyocyanin,0.0
3137,GC+ Pyocyanin,6.699313,GC+ Pyocyanin,0.0
3138,GC+ Pyocyanin,9.886897,GC+ Pyocyanin,0.0
3139,GC+ Pyocyanin,11.69408,GC+ Pyocyanin,0.0
3140,GC+ Pyocyanin,5.589421,GC+ Pyocyanin,0.0
3141,GC+ Pyocyanin,8.728825,GC+ Pyocyanin,0.0
3142,GC+ Pyocyanin,13.55304,GC+ Pyocyanin,0.0
3143,GC+ Pyocyanin,13.99886,GC+ Pyocyanin,0.0
3144,GC+ Pyocyanin,12.73054,GC+ Pyocyanin,0.0
3145,GC+ Pyocyanin,11.59535,GC+ Pyocyanin,0.0
3146,GC+ Pyocyanin,17.84412,GC+ Pyocyanin,0.0
3147,GC+ Pyocyanin,10.05603,GC+ Pyocyanin,0.0
3148,GC+ Pyocyanin,11.78508,GC+ Pyocyanin,0.0
3149,GC+ Pyocyanin,13.09751,GC+ Pyocyanin,0.0
3150,GC+ Pyocyanin,13.5606,GC+ Pyocyanin,0.0
3151,GC+ Pyocyanin,13.14972,GC+ Pyocyanin,0.0
3152,GC+ Pyocyanin,17.72247,GC+ Pyocyanin,0.0
3153,GC+ Pyocyanin,15.41916,GC+ Pyocyanin,0.0
3154,GC+ Pyocyanin,23.40654,GC+ Pyocyanin,0.0
3155,GC+ Pyocyanin,19.90727,GC+ Pyocyanin,0.0
3156,GC+ Pyocyanin,18.94502,GC+ Pyocyanin,0.0
3157,GC+ Pyocyanin,25.8621,GC+ Pyocyanin,0.0
3158,GC+ Pyocyanin,28.04016,GC+ Pyocyanin,0.0
3159,GC+ Pyocyanin,29.09501,GC+ Pyocyanin,0.0
3160,GC+ Pyocyanin,31.12257,GC+ Pyocyanin,0.0
3161,GC+ Pyocyanin,34.18162,GC+ Pyocyanin,0.0
3162,GC+ Pyocyanin,17.18504,GC+ Pyocyanin,0.0
3163,GC+ Pyocyanin,17.07739,GC+ Pyocyanin,0.0
3164,GC+ Pyocyanin,17.38787,GC+ Pyocyanin,0.0
3165,GC+ Pyocyanin,19.71645,GC+ Pyocyanin,0.0
3166,GC+ Pyocyanin,21.24881,GC+ Pyocyanin,0.0
3167,GC+ Pyocyanin,34.50583,GC+ Pyocyanin,0.0
3168,GC+ Pyocyanin,29.07468,GC+ Pyocyanin,0.0
3169,GC+ Pyocyanin,36.61221,GC+ Pyocyanin,0.0
3170,GC+ Pyocyanin,37.52049,GC+ Pyocyanin,0.0
3171,GC+ Pyocyanin,35.0718,GC+ Pyocyanin,0.0
3172,GC+ Pyocyanin,24.73181,GC+ Pyocyanin,0.0
3173,GC+ Pyocyanin,24.80557,GC+ Pyocyanin,0.0
3174,GC+ Pyocyanin,29.71227,GC+ Pyocyanin,0.0
3175,GC+ Pyocyanin,31.24471,GC+ Pyocyanin,0.0
3176,GC+ Pyocyanin,30.03687,GC+ Pyocyanin,0.0
3177,GC+ Pyocyanin,27.57189,GC+ Pyocyanin,0.0
3178,GC+ Pyocyanin,38.93211,GC+ Pyocyanin,0.0
3179,GC+ Pyocyanin,30.26166,GC+ Pyocyanin,0.0
3180,GC+ Pyocyanin,38.25482,GC+ Pyocyanin,0.0
3181,GC+ Pyocyanin,19.37809,GC+ Pyocyanin,0.0
3182,GC+ Pyocyanin,36.58961,GC+ Pyocyanin,0.0
3183,GC+ Pyocyanin,9.305816,GC+ Pyocyanin,0.0
3184,GC+ Pyocyanin,10.65944,GC+ Pyocyanin,0.0
3185,GC+ Pyocyanin,10.12614,GC+ Pyocyanin,0.0
3186,GC+ Pyocyanin,10.31842,GC+ Pyocyanin,0.0
3187,GC+ Pyocyanin,11.4656,GC+ Pyocyanin,0.0
3188,GC+ Pyocyanin,8.892733,GC+ Pyocyanin,0.0
3189,GC+ Pyocyanin,13.27482,GC+ Pyocyanin,0.0
3190,GC+ Pyocyanin,11.92825,GC+ Pyocyanin,0.0
3191,GC+ Pyocyanin,14.70457,GC+ Pyocyanin,0.0
3192,GC+ Pyocyanin,15.71378,GC+ Pyocyanin,0.0
3193,GC+ Pyocyanin,13.27821,GC+ Pyocyanin,0.0
3194,GC+ Pyocyanin,12.76607,GC+ Pyocyanin,0.0
3195,GC+ Pyocyanin,9.328134,GC+ Pyocyanin,0.0
3196,GC+ Pyocyanin,11.24031,GC+ Pyocyanin,0.0
3197,GC+ Pyocyanin,12.15369,GC+ Pyocyanin,0.0
3198,GC+ Pyocyanin,12.0606,GC+ Pyocyanin,0.0
3199,GC+ Pyocyanin,20.90126,GC+ Pyocyanin,0.0
3200,GC+ Pyocyanin,10.7665,GC+ Pyocyanin,0.0
3201,GC+ Pyocyanin,4.094316,GC+ Pyocyanin,0.0
3202,GC+ Pyocyanin,5.462882,GC+ Pyocyanin,0.0
3203,GC+ Pyocyanin,4.61167,GC+ Pyocyanin,0.0
3204,GC+ Pyocyanin,4.057276,GC+ Pyocyanin,0.0
3205,GC+ Pyocyanin,3.326564,GC+ Pyocyanin,0.0
3206,GC+ Pyocyanin,2.926323,GC+ Pyocyanin,0.0
3207,Lonafarnib_0.5μM,1.156071,Lonafarnib,5e-07
3208,Lonafarnib_0.5μM,1.476547,Lonafarnib,5e-07
3209,Lonafarnib_0.5μM,0.67309,Lonafarnib,5e-07
3210,Lonafarnib_0.5μM,0.909378,Lonafarnib,5e-07
3211,Lonafarnib_0.5μM,1.441337,Lonafarnib,5e-07
3212,Lonafarnib_0.5μM,0.655044,Lonafarnib,5e-07
3213,Lonafarnib_0.5μM,0.887498,Lonafarnib,5e-07
3214,Lonafarnib_0.5μM,2.753958,Lonafarnib,5e-07
3215,Lonafarnib_0.5μM,1.73312,Lonafarnib,5e-07
3216,Lonafarnib_0.5μM,0.532747,Lonafarnib,5e-07
3217,Lonafarnib_0.5μM,0.439195,Lonafarnib,5e-07
3218,Lonafarnib_0.5μM,0.576662,Lonafarnib,5e-07
3219,Lonafarnib_0.5μM,0.539618,Lonafarnib,5e-07
3220,Lonafarnib_0.5μM,0.219678,Lonafarnib,5e-07
3221,Lonafarnib_1μM,1.128487,Lonafarnib,1e-06
3222,Lonafarnib_1μM,1.222421,Lonafarnib,1e-06
3223,Lonafarnib_1μM,0.994237,Lonafarnib,1e-06
3224,Lonafarnib_1μM,0.848635,Lonafarnib,1e-06
3225,Lonafarnib_1μM,1.100928,Lonafarnib,1e-06
3226,Lonafarnib_1μM,0.905862,Lonafarnib,1e-06
3227,Lonafarnib_1μM,0.310026,Lonafarnib,1e-06
3228,Lonafarnib_1μM,1.480231,Lonafarnib,1e-06
3229,Lonafarnib_1μM,0.979406,Lonafarnib,1e-06
3230,Lonafarnib_1μM,1.114344,Lonafarnib,1e-06
3231,Lonafarnib_1μM,0.475247,Lonafarnib,1e-06
3232,Lonafarnib_1μM,0.588483,Lonafarnib,1e-06
3233,Lonafarnib_1μM,0.624901,Lonafarnib,1e-06
3234,Lonafarnib_1μM,0.226924,Lonafarnib,1e-06
3235,Lonafarnib_2.5μM,1.34617,Lonafarnib,2.5e-06
3236,Lonafarnib_2.5μM,1.591584,Lonafarnib,2.5e-06
3237,Lonafarnib_2.5μM,0.840575,Lonafarnib,2.5e-06
3238,Lonafarnib_2.5μM,1.000992,Lonafarnib,2.5e-06
3239,Lonafarnib_2.5μM,1.082437,Lonafarnib,2.5e-06
3240,Lonafarnib_2.5μM,1.014699,Lonafarnib,2.5e-06
3241,Lonafarnib_2.5μM,0.258377,Lonafarnib,2.5e-06
3242,Lonafarnib_2.5μM,1.253737,Lonafarnib,2.5e-06
3243,Lonafarnib_2.5μM,0.785111,Lonafarnib,2.5e-06
3244,Lonafarnib_2.5μM,0.488014,Lonafarnib,2.5e-06
3245,Lonafarnib_2.5μM,0.326192,Lonafarnib,2.5e-06
3246,Lonafarnib_2.5μM,0.717203,Lonafarnib,2.5e-06
3247,Lonafarnib_2.5μM,0.433574,Lonafarnib,2.5e-06
3248,Lonafarnib_2.5μM,0.171662,Lonafarnib,2.5e-06
3249,PIK-III_0.5μM,1.151363,PIK-III,5e-07
3250,PIK-III_0.5μM,1.645136,PIK-III,5e-07
3251,PIK-III_0.5μM,0.886277,PIK-III,5e-07
3252,PIK-III_0.5μM,0.827912,PIK-III,5e-07
3253,PIK-III_0.5μM,0.881333,PIK-III,5e-07
3254,PIK-III_0.5μM,1.147376,PIK-III,5e-07
3255,PIK-III_0.5μM,0.862713,PIK-III,5e-07
3256,PIK-III_0.5μM,2.195932,PIK-III,5e-07
3257,PIK-III_0.5μM,2.387652,PIK-III,5e-07
3258,PIK-III_0.5μM,1.018952,PIK-III,5e-07
3259,PIK-III_0.5μM,0.33201,PIK-III,5e-07
3260,PIK-III_0.5μM,0.794967,PIK-III,5e-07
3261,PIK-III_0.5μM,0.808977,PIK-III,5e-07
3262,PIK-III_0.5μM,0.277142,PIK-III,5e-07
3263,PIK-III_1μM,1.417155,PIK-III,1e-06
3264,PIK-III_1μM,1.03169,PIK-III,1e-06
3265,PIK-III_1μM,1.212572,PIK-III,1e-06
3266,PIK-III_1μM,0.620649,PIK-III,1e-06
3267,PIK-III_1μM,1.093852,PIK-III,1e-06
3268,PIK-III_1μM,1.34756,PIK-III,1e-06
3269,PIK-III_1μM,0.411549,PIK-III,1e-06
3270,PIK-III_1μM,1.009674,PIK-III,1e-06
3271,PIK-III_1μM,1.622093,PIK-III,1e-06
3272,PIK-III_1μM,0.928386,PIK-III,1e-06
3273,PIK-III_1μM,0.294282,PIK-III,1e-06
3274,PIK-III_1μM,0.399308,PIK-III,1e-06
3275,PIK-III_1μM,2.530001,PIK-III,1e-06
3276,PIK-III_1μM,0.124805,PIK-III,1e-06
3277,PIK-III_2.5μM,0.896632,PIK-III,2.5e-06
3278,PIK-III_2.5μM,0.998733,PIK-III,2.5e-06
3279,PIK-III_2.5μM,0.936403,PIK-III,2.5e-06
3280,PIK-III_2.5μM,0.629273,PIK-III,2.5e-06
3281,PIK-III_2.5μM,1.635995,PIK-III,2.5e-06
3282,PIK-III_2.5μM,1.31278,PIK-III,2.5e-06
3283,PIK-III_2.5μM,0.495844,PIK-III,2.5e-06
3284,PIK-III_2.5μM,0.640118,PIK-III,2.5e-06
3285,PIK-III_2.5μM,1.307081,PIK-III,2.5e-06
3286,PIK-III_2.5μM,3.189886,PIK-III,2.5e-06
3287,PIK-III_2.5μM,3.149115,PIK-III,2.5e-06
3288,PIK-III_2.5μM,0.542354,PIK-III,2.5e-06
3289,PIK-III_2.5μM,0.251802,PIK-III,2.5e-06
3290,RG2833_0.5μM,1.204867,RG2833,5e-07
3291,RG2833_0.5μM,1.282743,RG2833,5e-07
3292,RG2833_0.5μM,1.04456,RG2833,5e-07
3293,RG2833_0.5μM,0.793985,RG2833,5e-07
3294,RG2833_0.5μM,1.211478,RG2833,5e-07
3295,RG2833_0.5μM,1.266547,RG2833,5e-07
3296,RG2833_0.5μM,1.300595,RG2833,5e-07
3297,RG2833_0.5μM,2.101512,RG2833,5e-07
3298,RG2833_0.5μM,1.347456,RG2833,5e-07
3299,RG2833_0.5μM,0.64909,RG2833,5e-07
3300,RG2833_0.5μM,0.978576,RG2833,5e-07
3301,RG2833_0.5μM,0.560002,RG2833,5e-07
3302,RG2833_0.5μM,0.499273,RG2833,5e-07
3303,RG2833_0.5μM,0.238728,RG2833,5e-07
3304,RG2833_1μM,0.947317,RG2833,1e-06
3305,RG2833_1μM,1.199882,RG2833,1e-06
3306,RG2833_1μM,0.998242,RG2833,1e-06
3307,RG2833_1μM,0.884382,RG2833,1e-06
3308,RG2833_1μM,1.038675,RG2833,1e-06
3309,RG2833_1μM,0.729774,RG2833,1e-06
3310,RG2833_1μM,0.98148,RG2833,1e-06
3311,RG2833_1μM,1.825468,RG2833,1e-06
3312,RG2833_1μM,1.551553,RG2833,1e-06
3313,RG2833_1μM,0.653622,RG2833,1e-06
3314,RG2833_1μM,0.16921,RG2833,1e-06
3315,RG2833_1μM,0.555207,RG2833,1e-06
3316,RG2833_1μM,0.397835,RG2833,1e-06
3317,RG2833_2.5μM,0.97865,RG2833,2.5e-06
3318,RG2833_2.5μM,1.272329,RG2833,2.5e-06
3319,RG2833_2.5μM,1.079661,RG2833,2.5e-06
3320,RG2833_2.5μM,0.653869,RG2833,2.5e-06
3321,RG2833_2.5μM,0.988636,RG2833,2.5e-06
3322,RG2833_2.5μM,0.942593,RG2833,2.5e-06
3323,RG2833_2.5μM,0.534089,RG2833,2.5e-06
3324,RG2833_2.5μM,1.22133,RG2833,2.5e-06
3325,RG2833_2.5μM,1.324749,RG2833,2.5e-06
3326,RG2833_2.5μM,0.55495,RG2833,2.5e-06
3327,RG2833_2.5μM,0.313442,RG2833,2.5e-06
3328,RG2833_2.5μM,0.644711,RG2833,2.5e-06
3329,RG2833_2.5μM,0.559613,RG2833,2.5e-06
3330,RG2833_2.5μM,0.256763,RG2833,2.5e-06
3331,SLK2001_0.5μM,1.134225,SLK2001,5e-07
3332,SLK2001_0.5μM,1.237954,SLK2001,5e-07
3333,SLK2001_0.5μM,0.911501,SLK2001,5e-07
3334,SLK2001_0.5μM,0.928419,SLK2001,5e-07
3335,SLK2001_0.5μM,1.116379,SLK2001,5e-07
3336,SLK2001_0.5μM,0.79742,SLK2001,5e-07
3337,SLK2001_0.5μM,0.894477,SLK2001,5e-07
3338,SLK2001_0.5μM,1.502821,SLK2001,5e-07
3339,SLK2001_0.5μM,0.88695,SLK2001,5e-07
3340,SLK2001_0.5μM,0.818626,SLK2001,5e-07
3341,SLK2001_0.5μM,0.298841,SLK2001,5e-07
3342,SLK2001_0.5μM,0.873699,SLK2001,5e-07
3343,SLK2001_0.5μM,0.721555,SLK2001,5e-07
3344,SLK2001_0.5μM,0.437642,SLK2001,5e-07
3345,SLK2001_1μM,1.951034,SLK2001,1e-06
3346,SLK2001_1μM,0.829467,SLK2001,1e-06
3347,SLK2001_1μM,1.013661,SLK2001,1e-06
3348,SLK2001_1μM,0.801853,SLK2001,1e-06
3349,SLK2001_1μM,1.112847,SLK2001,1e-06
3350,SLK2001_1μM,0.736312,SLK2001,1e-06
3351,SLK2001_1μM,0.604491,SLK2001,1e-06
3352,SLK2001_1μM,1.312243,SLK2001,1e-06
3353,SLK2001_1μM,1.295502,SLK2001,1e-06
3354,SLK2001_1μM,0.598805,SLK2001,1e-06
3355,SLK2001_1μM,0.24215,SLK2001,1e-06
3356,SLK2001_1μM,0.586372,SLK2001,1e-06
3357,SLK2001_1μM,0.830605,SLK2001,1e-06
3358,SLK2001_1μM,0.293788,SLK2001,1e-06
3359,SLK2001_2.5μM,1.162953,SLK2001,2.5e-06
3360,SLK2001_2.5μM,0.993446,SLK2001,2.5e-06
3361,SLK2001_2.5μM,1.138681,SLK2001,2.5e-06
3362,SLK2001_2.5μM,0.821696,SLK2001,2.5e-06
3363,SLK2001_2.5μM,1.126621,SLK2001,2.5e-06
3364,SLK2001_2.5μM,0.744674,SLK2001,2.5e-06
3365,SLK2001_2.5μM,0.561605,SLK2001,2.5e-06
3366,SLK2001_2.5μM,0.60539,SLK2001,2.5e-06
3367,SLK2001_2.5μM,1.159966,SLK2001,2.5e-06
3368,SLK2001_2.5μM,0.866811,SLK2001,2.5e-06
3369,SLK2001_2.5μM,0.310093,SLK2001,2.5e-06
3370,SLK2001_2.5μM,0.609126,SLK2001,2.5e-06
3371,SLK2001_2.5μM,0.988341,SLK2001,2.5e-06
3372,SLK2001_2.5μM,0.377555,SLK2001,2.5e-06
3373,SNCA Trpl.,1.077243,SNCA Trpl.,0.0
3374,SNCA Trpl.,0.967791,SNCA Trpl.,0.0
3375,SNCA Trpl.,1.037071,SNCA Trpl.,0.0
3376,SNCA Trpl.,0.818607,SNCA Trpl.,0.0
3377,SNCA Trpl.,1.099288,SNCA Trpl.,0.0
3378,SNCA Trpl.,1.054659,SNCA Trpl.,0.0
3379,SNCA Trpl.,0.825788,SNCA Trpl.,0.0
3380,SNCA Trpl.,0.988674,SNCA Trpl.,0.0
3381,SNCA Trpl.,0.935352,SNCA Trpl.,0.0
3382,SNCA Trpl.,1.195528,SNCA Trpl.,0.0
3383,SNCA Trpl.,1.277989,SNCA Trpl.,0.0
3384,SNCA Trpl.,1.091799,SNCA Trpl.,0.0
3385,SNCA Trpl.,0.795467,SNCA Trpl.,0.0
3386,SNCA Trpl.,0.747619,SNCA Trpl.,0.0
3387,SNCA Trpl.,1.087125,SNCA Trpl.,0.0
3388,SNCA Trpl.,1.064367,SNCA Trpl.,0.0
3389,SNCA Trpl.,1.226733,SNCA Trpl.,0.0
3390,SNCA Trpl.,0.859073,SNCA Trpl.,0.0
3391,SNCA Trpl.,0.740819,SNCA Trpl.,0.0
3392,SNCA Trpl.,1.109008,SNCA Trpl.,0.0
3393,SNCA Trpl.,1.022749,SNCA Trpl.,0.0
3394,SNCA Trpl.,1.125423,SNCA Trpl.,0.0
