,column,value,Compound,Concentration (M)
5001,SNCA Trpl. + NAC,0.683944,SNCA Trpl. + NAC,0.0
5002,SNCA Trpl. + NAC,0.799484,SNCA Trpl. + NAC,0.0
5003,SNCA Trpl. + NAC,0.83063,SNCA Trpl. + NAC,0.0
5004,SNCA Trpl. + NAC,0.878184,SNCA Trpl. + NAC,0.0
5005,SNCA Trpl. + NAC,0.78073,SNCA Trpl. + NAC,0.0
5006,SNCA Trpl. + NAC,0.664552,SNCA Trpl. + NAC,0.0
5007,SNCA Trpl. + NAC,0.605901,SNCA Trpl. + NAC,0.0
5008,SNCA Trpl. + NAC,0.289756,SNCA Trpl. + NAC,0.0
5009,SNCA Trpl. + NAC,0.363034,SNCA Trpl. + NAC,0.0
5010,SNCA Trpl. + NAC,0.327901,SNCA Trpl. + NAC,0.0
5011,SNCA Trpl. + NAC,0.196316,SNCA Trpl. + NAC,0.0
5012,SNCA Trpl. + NAC,0.314301,SNCA Trpl. + NAC,0.0
5013,SNCA Trpl. + NAC,0.284898,SNCA Trpl. + NAC,0.0
5014,SNCA Trpl. + NAC,0.503046,SNCA Trpl. + NAC,0.0
5015,SNCA Trpl. + NAC,0.379032,SNCA Trpl. + NAC,0.0
5016,SNCA Trpl. + NAC,0.663485,SNCA Trpl. + NAC,0.0
5017,SNCA Trpl. + NAC,0.472965,SNCA Trpl. + NAC,0.0
5018,SNCA Trpl. + NAC,1.044265,SNCA Trpl. + NAC,0.0
5019,SNCA Trpl. + NAC,1.309195,SNCA Trpl. + NAC,0.0
5020,SNCA Trpl. + NAC,0.935345,SNCA Trpl. + NAC,0.0
5021,SNCA Trpl. + NAC,0.358918,SNCA Trpl. + NAC,0.0
5022,SNCA Trpl. + NAC,0.3807,SNCA Trpl. + NAC,0.0
5023,SNCA Trpl. + NAC,0.551825,SNCA Trpl. + NAC,0.0
5024,SNCA Trpl. + NAC,0.653584,SNCA Trpl. + NAC,0.0
5025,SNCA Trpl. + NAC,0.572609,SNCA Trpl. + NAC,0.0
5026,SNCA Trpl. + NAC,0.366043,SNCA Trpl. + NAC,0.0
5027,SNCA Trpl. + NAC,1.017209,SNCA Trpl. + NAC,0.0
5028,SNCA Trpl. + NAC,0.880539,SNCA Trpl. + NAC,0.0
5029,SNCA Trpl. + NAC,0.773944,SNCA Trpl. + NAC,0.0
5030,SNCA Trpl. + NAC,0.890692,SNCA Trpl. + NAC,0.0
5031,SNCA Trpl. + NAC,0.600816,SNCA Trpl. + NAC,0.0
5032,SNCA Trpl. + NAC,0.01354,SNCA Trpl. + NAC,0.0
5033,SNCA Trpl. + NAC,0.132386,SNCA Trpl. + NAC,0.0
5034,SNCA Trpl. + NAC,0.321112,SNCA Trpl. + NAC,0.0
5035,SNCA Trpl. + NAC,0.684662,SNCA Trpl. + NAC,0.0
5036,SNCA Trpl. + NAC,0.479749,SNCA Trpl. + NAC,0.0
5037,SNCA Trpl. + NAC,0.733743,SNCA Trpl. + NAC,0.0
5038,SNCA Trpl. + NAC,1.808661,SNCA Trpl. + NAC,0.0
5039,SNCA Trpl. + NAC,0.224236,SNCA Trpl. + NAC,0.0
5040,SNCA Trpl. + NAC,0.504443,SNCA Trpl. + NAC,0.0
5041,SNCA Trpl. + NAC,0.192989,SNCA Trpl. + NAC,0.0
5042,SNCA Trpl. + NAC,0.401812,SNCA Trpl. + NAC,0.0
5043,SNCA Trpl. + NAC,-0.35204,SNCA Trpl. + NAC,0.0
5044,SNCA Trpl. + NAC,0.415,SNCA Trpl. + NAC,0.0
5045,SNCA Trpl. + NAC,0.231625,SNCA Trpl. + NAC,0.0
5046,SNCA Trpl. + NAC,-0.37822,SNCA Trpl. + NAC,0.0
5047,SNCA Trpl. + NAC,0.022781,SNCA Trpl. + NAC,0.0
5048,SNCA Trpl. + NAC,0.379086,SNCA Trpl. + NAC,0.0
5049,SNCA Trpl. + NAC,0.078287,SNCA Trpl. + NAC,0.0
5050,SNCA Trpl. + NAC,0.080568,SNCA Trpl. + NAC,0.0
5051,SNCA Trpl. + NAC,0.178867,SNCA Trpl. + NAC,0.0
5052,SNCA Trpl. + NAC,0.059274,SNCA Trpl. + NAC,0.0
5053,SNCA Trpl. + NAC,0.192966,SNCA Trpl. + NAC,0.0
5054,SNCA Trpl. + NAC,0.546778,SNCA Trpl. + NAC,0.0
5055,SNCA Trpl. + NAC,0.746187,SNCA Trpl. + NAC,0.0
5056,SNCA Trpl. + NAC,0.655769,SNCA Trpl. + NAC,0.0
5057,SNCA Trpl. + NAC,0.759521,SNCA Trpl. + NAC,0.0
5058,SNCA Trpl. + NAC,0.634397,SNCA Trpl. + NAC,0.0
5059,SNCA Trpl. + NAC,0.662361,SNCA Trpl. + NAC,0.0
5060,SNCA Trpl. + NAC,0.674955,SNCA Trpl. + NAC,0.0
5061,SNCA Trpl. + NAC,0.640215,SNCA Trpl. + NAC,0.0
5062,SNCA Trpl. + NAC,0.597338,SNCA Trpl. + NAC,0.0
5063,SNCA Trpl. + NAC,0.715644,SNCA Trpl. + NAC,0.0
5064,SNCA Trpl. + NAC,0.685933,SNCA Trpl. + NAC,0.0
5065,SNCA Trpl. + NAC,0.338792,SNCA Trpl. + NAC,0.0
5066,SNCA Trpl. + NAC,0.326126,SNCA Trpl. + NAC,0.0
5067,SNCA Trpl. + NAC,0.441638,SNCA Trpl. + NAC,0.0
5068,SNCA Trpl. + NAC,0.64624,SNCA Trpl. + NAC,0.0
5069,SNCA Trpl. + NAC,0.476041,SNCA Trpl. + NAC,0.0
5070,SNCA Trpl. + NAC,0.347557,SNCA Trpl. + NAC,0.0
5071,SNCA Trpl. + NAC,0.565081,SNCA Trpl. + NAC,0.0
5072,SNCA Trpl. + NAC,0.516065,SNCA Trpl. + NAC,0.0
5073,SNCA Trpl. + NAC,0.559711,SNCA Trpl. + NAC,0.0
5074,SNCA Trpl. + NAC,0.470826,SNCA Trpl. + NAC,0.0
5075,SNCA Trpl. + NAC,0.683944,SNCA Trpl. + NAC,0.0
5076,SNCA Trpl. + NAC,0.799484,SNCA Trpl. + NAC,0.0
5077,SNCA Trpl. + NAC,0.83063,SNCA Trpl. + NAC,0.0
5078,SNCA Trpl. + NAC,0.878184,SNCA Trpl. + NAC,0.0
5079,SNCA Trpl. + NAC,0.78073,SNCA Trpl. + NAC,0.0
5080,SNCA Trpl. + NAC,0.664552,SNCA Trpl. + NAC,0.0
5081,SNCA Trpl. + NAC,0.605901,SNCA Trpl. + NAC,0.0
5082,SNCA Trpl. + NAC,0.289756,SNCA Trpl. + NAC,0.0
5083,SNCA Trpl. + NAC,0.363034,SNCA Trpl. + NAC,0.0
5084,SNCA Trpl. + NAC,0.327901,SNCA Trpl. + NAC,0.0
5085,SNCA Trpl. + NAC,0.196316,SNCA Trpl. + NAC,0.0
5086,SNCA Trpl. + NAC,0.314301,SNCA Trpl. + NAC,0.0
5087,SNCA Trpl. + NAC,0.284898,SNCA Trpl. + NAC,0.0
5088,SNCA Trpl. + NAC,0.503046,SNCA Trpl. + NAC,0.0
5089,SNCA Trpl. + NAC,0.379032,SNCA Trpl. + NAC,0.0
5090,SNCA Trpl. + NAC,0.663485,SNCA Trpl. + NAC,0.0
5091,SNCA Trpl. + NAC,0.472965,SNCA Trpl. + NAC,0.0
5092,SNCA Trpl. + NAC,1.044265,SNCA Trpl. + NAC,0.0
5093,SNCA Trpl. + NAC,1.309195,SNCA Trpl. + NAC,0.0
5094,SNCA Trpl. + NAC,0.935345,SNCA Trpl. + NAC,0.0
5095,SNCA Trpl. + NAC,0.358918,SNCA Trpl. + NAC,0.0
5096,SNCA Trpl. + NAC,0.3807,SNCA Trpl. + NAC,0.0
5097,SNCA Trpl. + NAC,0.551825,SNCA Trpl. + NAC,0.0
5098,SNCA Trpl. + NAC,0.653584,SNCA Trpl. + NAC,0.0
5099,SNCA Trpl. + NAC,0.572609,SNCA Trpl. + NAC,0.0
5100,SNCA Trpl. + NAC,0.366043,SNCA Trpl. + NAC,0.0
5101,SNCA Trpl. + NAC,1.017209,SNCA Trpl. + NAC,0.0
5102,SNCA Trpl. + NAC,0.880539,SNCA Trpl. + NAC,0.0
5103,SNCA Trpl. + NAC,0.773944,SNCA Trpl. + NAC,0.0
5104,SNCA Trpl. + NAC,0.890692,SNCA Trpl. + NAC,0.0
5105,SNCA Trpl. + NAC,0.600816,SNCA Trpl. + NAC,0.0
5106,SNCA Trpl. + NAC,0.01354,SNCA Trpl. + NAC,0.0
5107,SNCA Trpl. + NAC,0.132386,SNCA Trpl. + NAC,0.0
5108,SNCA Trpl. + NAC,0.321112,SNCA Trpl. + NAC,0.0
5109,SNCA Trpl. + NAC,0.684662,SNCA Trpl. + NAC,0.0
5110,SNCA Trpl. + NAC,0.479749,SNCA Trpl. + NAC,0.0
5111,SNCA Trpl. + NAC,0.733743,SNCA Trpl. + NAC,0.0
5112,SNCA Trpl. + NAC,1.808661,SNCA Trpl. + NAC,0.0
5113,SNCA Trpl. + NAC,0.224236,SNCA Trpl. + NAC,0.0
5114,SNCA Trpl. + NAC,0.504443,SNCA Trpl. + NAC,0.0
5115,SNCA Trpl. + NAC,0.192989,SNCA Trpl. + NAC,0.0
5116,SNCA Trpl. + NAC,0.401812,SNCA Trpl. + NAC,0.0
5117,SNCA Trpl. + NAC,-0.35204,SNCA Trpl. + NAC,0.0
5118,SNCA Trpl. + NAC,0.415,SNCA Trpl. + NAC,0.0
5119,SNCA Trpl. + NAC,0.231625,SNCA Trpl. + NAC,0.0
5120,SNCA Trpl. + NAC,-0.37822,SNCA Trpl. + NAC,0.0
5121,SNCA Trpl. + NAC,0.022781,SNCA Trpl. + NAC,0.0
5122,SNCA Trpl. + NAC,0.379086,SNCA Trpl. + NAC,0.0
5123,SNCA Trpl. + NAC,0.078287,SNCA Trpl. + NAC,0.0
5124,SNCA Trpl. + NAC,0.080568,SNCA Trpl. + NAC,0.0
5125,SNCA Trpl. + NAC,0.178867,SNCA Trpl. + NAC,0.0
5126,SNCA Trpl. + NAC,0.059274,SNCA Trpl. + NAC,0.0
5127,SNCA Trpl. + NAC,0.192966,SNCA Trpl. + NAC,0.0
5128,SNCA Trpl. + NAC,0.546778,SNCA Trpl. + NAC,0.0
5129,SNCA Trpl. + NAC,0.746187,SNCA Trpl. + NAC,0.0
5130,SNCA Trpl. + NAC,0.655769,SNCA Trpl. + NAC,0.0
5131,SNCA Trpl. + NAC,0.759521,SNCA Trpl. + NAC,0.0
5132,SNCA Trpl. + NAC,0.634397,SNCA Trpl. + NAC,0.0
5133,SNCA Trpl. + NAC,0.662361,SNCA Trpl. + NAC,0.0
5134,SNCA Trpl. + NAC,0.674955,SNCA Trpl. + NAC,0.0
5135,SNCA Trpl. + NAC,0.640215,SNCA Trpl. + NAC,0.0
5136,SNCA Trpl. + NAC,0.597338,SNCA Trpl. + NAC,0.0
5137,SNCA Trpl. + NAC,0.715644,SNCA Trpl. + NAC,0.0
5138,SNCA Trpl. + NAC,0.685933,SNCA Trpl. + NAC,0.0
5139,SNCA Trpl. + NAC,0.338792,SNCA Trpl. + NAC,0.0
5140,SNCA Trpl. + NAC,0.326126,SNCA Trpl. + NAC,0.0
5141,SNCA Trpl. + NAC,0.441638,SNCA Trpl. + NAC,0.0
5142,SNCA Trpl. + NAC,0.64624,SNCA Trpl. + NAC,0.0
5143,SNCA Trpl. + NAC,0.476041,SNCA Trpl. + NAC,0.0
5144,SNCA Trpl. + NAC,0.347557,SNCA Trpl. + NAC,0.0
5145,SNCA Trpl. + NAC,0.565081,SNCA Trpl. + NAC,0.0
5146,SNCA Trpl. + NAC,0.516065,SNCA Trpl. + NAC,0.0
5147,SNCA Trpl. + NAC,0.559711,SNCA Trpl. + NAC,0.0
5148,SNCA Trpl. + NAC,0.470826,SNCA Trpl. + NAC,0.0
5149,SNCA Trpl. + NAC,0.683944,SNCA Trpl. + NAC,0.0
5150,SNCA Trpl. + NAC,0.799484,SNCA Trpl. + NAC,0.0
5151,SNCA Trpl. + NAC,0.83063,SNCA Trpl. + NAC,0.0
5152,SNCA Trpl. + NAC,0.878184,SNCA Trpl. + NAC,0.0
5153,SNCA Trpl. + NAC,0.78073,SNCA Trpl. + NAC,0.0
5154,SNCA Trpl. + NAC,0.664552,SNCA Trpl. + NAC,0.0
5155,SNCA Trpl. + NAC,0.605901,SNCA Trpl. + NAC,0.0
5156,SNCA Trpl. + NAC,0.289756,SNCA Trpl. + NAC,0.0
5157,SNCA Trpl. + NAC,0.363034,SNCA Trpl. + NAC,0.0
5158,SNCA Trpl. + NAC,0.327901,SNCA Trpl. + NAC,0.0
5159,SNCA Trpl. + NAC,0.196316,SNCA Trpl. + NAC,0.0
5160,SNCA Trpl. + NAC,0.314301,SNCA Trpl. + NAC,0.0
5161,SNCA Trpl. + NAC,0.284898,SNCA Trpl. + NAC,0.0
5162,SNCA Trpl. + NAC,0.503046,SNCA Trpl. + NAC,0.0
5163,SNCA Trpl. + NAC,0.379032,SNCA Trpl. + NAC,0.0
5164,SNCA Trpl. + NAC,0.663485,SNCA Trpl. + NAC,0.0
5165,SNCA Trpl. + NAC,0.472965,SNCA Trpl. + NAC,0.0
5166,SNCA Trpl. + NAC,1.044265,SNCA Trpl. + NAC,0.0
5167,SNCA Trpl. + NAC,1.309195,SNCA Trpl. + NAC,0.0
5168,SNCA Trpl. + NAC,0.935345,SNCA Trpl. + NAC,0.0
5169,SNCA Trpl. + NAC,0.358918,SNCA Trpl. + NAC,0.0
5170,SNCA Trpl. + NAC,0.3807,SNCA Trpl. + NAC,0.0
5171,SNCA Trpl. + NAC,0.551825,SNCA Trpl. + NAC,0.0
5172,SNCA Trpl. + NAC,0.653584,SNCA Trpl. + NAC,0.0
5173,SNCA Trpl. + NAC,0.572609,SNCA Trpl. + NAC,0.0
5174,SNCA Trpl. + NAC,0.366043,SNCA Trpl. + NAC,0.0
5175,SNCA Trpl. + NAC,1.017209,SNCA Trpl. + NAC,0.0
5176,SNCA Trpl. + NAC,0.880539,SNCA Trpl. + NAC,0.0
5177,SNCA Trpl. + NAC,0.773944,SNCA Trpl. + NAC,0.0
5178,SNCA Trpl. + NAC,0.890692,SNCA Trpl. + NAC,0.0
5179,SNCA Trpl. + NAC,0.600816,SNCA Trpl. + NAC,0.0
5180,SNCA Trpl. + NAC,0.01354,SNCA Trpl. + NAC,0.0
5181,SNCA Trpl. + NAC,0.132386,SNCA Trpl. + NAC,0.0
5182,SNCA Trpl. + NAC,0.321112,SNCA Trpl. + NAC,0.0
5183,SNCA Trpl. + NAC,0.684662,SNCA Trpl. + NAC,0.0
5184,SNCA Trpl. + NAC,0.479749,SNCA Trpl. + NAC,0.0
5185,SNCA Trpl. + NAC,0.733743,SNCA Trpl. + NAC,0.0
5186,SNCA Trpl. + NAC,1.808661,SNCA Trpl. + NAC,0.0
5187,SNCA Trpl. + NAC,0.224236,SNCA Trpl. + NAC,0.0
5188,SNCA Trpl. + NAC,0.504443,SNCA Trpl. + NAC,0.0
5189,SNCA Trpl. + NAC,0.192989,SNCA Trpl. + NAC,0.0
5190,SNCA Trpl. + NAC,0.401812,SNCA Trpl. + NAC,0.0
5191,SNCA Trpl. + NAC,-0.35204,SNCA Trpl. + NAC,0.0
5192,SNCA Trpl. + NAC,0.415,SNCA Trpl. + NAC,0.0
5193,SNCA Trpl. + NAC,0.231625,SNCA Trpl. + NAC,0.0
5194,SNCA Trpl. + NAC,-0.37822,SNCA Trpl. + NAC,0.0
5195,SNCA Trpl. + NAC,0.022781,SNCA Trpl. + NAC,0.0
5196,SNCA Trpl. + NAC,0.379086,SNCA Trpl. + NAC,0.0
5197,SNCA Trpl. + NAC,0.078287,SNCA Trpl. + NAC,0.0
5198,SNCA Trpl. + NAC,0.080568,SNCA Trpl. + NAC,0.0
5199,SNCA Trpl. + NAC,0.178867,SNCA Trpl. + NAC,0.0
5200,SNCA Trpl. + NAC,0.059274,SNCA Trpl. + NAC,0.0
5201,SNCA Trpl. + NAC,0.192966,SNCA Trpl. + NAC,0.0
5202,SNCA Trpl. + NAC,0.546778,SNCA Trpl. + NAC,0.0
5203,SNCA Trpl. + NAC,0.746187,SNCA Trpl. + NAC,0.0
5204,SNCA Trpl. + NAC,0.655769,SNCA Trpl. + NAC,0.0
5205,SNCA Trpl. + NAC,0.759521,SNCA Trpl. + NAC,0.0
5206,SNCA Trpl. + NAC,0.634397,SNCA Trpl. + NAC,0.0
5207,SNCA Trpl. + NAC,0.662361,SNCA Trpl. + NAC,0.0
5208,SNCA Trpl. + NAC,0.674955,SNCA Trpl. + NAC,0.0
5209,SNCA Trpl. + NAC,0.640215,SNCA Trpl. + NAC,0.0
5210,SNCA Trpl. + NAC,0.597338,SNCA Trpl. + NAC,0.0
5211,SNCA Trpl. + NAC,0.715644,SNCA Trpl. + NAC,0.0
5212,SNCA Trpl. + NAC,0.685933,SNCA Trpl. + NAC,0.0
5213,SNCA Trpl. + NAC,0.338792,SNCA Trpl. + NAC,0.0
5214,SNCA Trpl. + NAC,0.326126,SNCA Trpl. + NAC,0.0
5215,SNCA Trpl. + NAC,0.441638,SNCA Trpl. + NAC,0.0
5216,SNCA Trpl. + NAC,0.64624,SNCA Trpl. + NAC,0.0
5217,SNCA Trpl. + NAC,0.476041,SNCA Trpl. + NAC,0.0
5218,SNCA Trpl. + NAC,0.347557,SNCA Trpl. + NAC,0.0
5219,SNCA Trpl. + NAC,0.565081,SNCA Trpl. + NAC,0.0
5220,SNCA Trpl. + NAC,0.516065,SNCA Trpl. + NAC,0.0
5221,SNCA Trpl. + NAC,0.559711,SNCA Trpl. + NAC,0.0
5222,SNCA Trpl. + NAC,0.470826,SNCA Trpl. + NAC,0.0
5223,SNCA Trpl. + NAC,0.683944,SNCA Trpl. + NAC,0.0
5224,SNCA Trpl. + NAC,0.799484,SNCA Trpl. + NAC,0.0
5225,SNCA Trpl. + NAC,0.83063,SNCA Trpl. + NAC,0.0
5226,SNCA Trpl. + NAC,0.878184,SNCA Trpl. + NAC,0.0
5227,SNCA Trpl. + NAC,0.78073,SNCA Trpl. + NAC,0.0
5228,SNCA Trpl. + NAC,0.664552,SNCA Trpl. + NAC,0.0
5229,SNCA Trpl. + NAC,0.605901,SNCA Trpl. + NAC,0.0
5230,SNCA Trpl. + NAC,0.289756,SNCA Trpl. + NAC,0.0
5231,SNCA Trpl. + NAC,0.363034,SNCA Trpl. + NAC,0.0
5232,SNCA Trpl. + NAC,0.327901,SNCA Trpl. + NAC,0.0
5233,SNCA Trpl. + NAC,0.196316,SNCA Trpl. + NAC,0.0
5234,SNCA Trpl. + NAC,0.314301,SNCA Trpl. + NAC,0.0
5235,SNCA Trpl. + NAC,0.284898,SNCA Trpl. + NAC,0.0
5236,SNCA Trpl. + NAC,0.503046,SNCA Trpl. + NAC,0.0
5237,SNCA Trpl. + NAC,0.379032,SNCA Trpl. + NAC,0.0
5238,SNCA Trpl. + NAC,0.663485,SNCA Trpl. + NAC,0.0
5239,SNCA Trpl. + NAC,0.472965,SNCA Trpl. + NAC,0.0
5240,SNCA Trpl. + NAC,1.044265,SNCA Trpl. + NAC,0.0
5241,SNCA Trpl. + NAC,1.309195,SNCA Trpl. + NAC,0.0
5242,SNCA Trpl. + NAC,0.935345,SNCA Trpl. + NAC,0.0
5243,SNCA Trpl. + NAC,0.358918,SNCA Trpl. + NAC,0.0
5244,SNCA Trpl. + NAC,0.3807,SNCA Trpl. + NAC,0.0
5245,SNCA Trpl. + NAC,0.551825,SNCA Trpl. + NAC,0.0
5246,SNCA Trpl. + NAC,0.653584,SNCA Trpl. + NAC,0.0
5247,SNCA Trpl. + NAC,0.572609,SNCA Trpl. + NAC,0.0
5248,SNCA Trpl. + NAC,0.366043,SNCA Trpl. + NAC,0.0
5249,SNCA Trpl. + NAC,1.017209,SNCA Trpl. + NAC,0.0
5250,SNCA Trpl. + NAC,0.880539,SNCA Trpl. + NAC,0.0
5251,SNCA Trpl. + NAC,0.773944,SNCA Trpl. + NAC,0.0
5252,SNCA Trpl. + NAC,0.890692,SNCA Trpl. + NAC,0.0
5253,SNCA Trpl. + NAC,0.600816,SNCA Trpl. + NAC,0.0
5254,SNCA Trpl. + NAC,0.01354,SNCA Trpl. + NAC,0.0
5255,SNCA Trpl. + NAC,0.132386,SNCA Trpl. + NAC,0.0
5256,SNCA Trpl. + NAC,0.321112,SNCA Trpl. + NAC,0.0
5257,SNCA Trpl. + NAC,0.684662,SNCA Trpl. + NAC,0.0
5258,SNCA Trpl. + NAC,0.479749,SNCA Trpl. + NAC,0.0
5259,SNCA Trpl. + NAC,0.733743,SNCA Trpl. + NAC,0.0
5260,SNCA Trpl. + NAC,1.808661,SNCA Trpl. + NAC,0.0
5261,SNCA Trpl. + NAC,0.224236,SNCA Trpl. + NAC,0.0
5262,SNCA Trpl. + NAC,0.504443,SNCA Trpl. + NAC,0.0
5263,SNCA Trpl. + NAC,0.192989,SNCA Trpl. + NAC,0.0
5264,SNCA Trpl. + NAC,0.401812,SNCA Trpl. + NAC,0.0
5265,SNCA Trpl. + NAC,-0.35204,SNCA Trpl. + NAC,0.0
5266,SNCA Trpl. + NAC,0.415,SNCA Trpl. + NAC,0.0
5267,SNCA Trpl. + NAC,0.231625,SNCA Trpl. + NAC,0.0
5268,SNCA Trpl. + NAC,-0.37822,SNCA Trpl. + NAC,0.0
5269,SNCA Trpl. + NAC,0.022781,SNCA Trpl. + NAC,0.0
5270,SNCA Trpl. + NAC,0.379086,SNCA Trpl. + NAC,0.0
5271,SNCA Trpl. + NAC,0.078287,SNCA Trpl. + NAC,0.0
5272,SNCA Trpl. + NAC,0.080568,SNCA Trpl. + NAC,0.0
5273,SNCA Trpl. + NAC,0.178867,SNCA Trpl. + NAC,0.0
5274,SNCA Trpl. + NAC,0.059274,SNCA Trpl. + NAC,0.0
5275,SNCA Trpl. + NAC,0.192966,SNCA Trpl. + NAC,0.0
5276,SNCA Trpl. + NAC,0.546778,SNCA Trpl. + NAC,0.0
5277,SNCA Trpl. + NAC,0.746187,SNCA Trpl. + NAC,0.0
5278,SNCA Trpl. + NAC,0.655769,SNCA Trpl. + NAC,0.0
5279,SNCA Trpl. + NAC,0.759521,SNCA Trpl. + NAC,0.0
5280,SNCA Trpl. + NAC,0.634397,SNCA Trpl. + NAC,0.0
5281,SNCA Trpl. + NAC,0.662361,SNCA Trpl. + NAC,0.0
5282,SNCA Trpl. + NAC,0.674955,SNCA Trpl. + NAC,0.0
5283,SNCA Trpl. + NAC,0.640215,SNCA Trpl. + NAC,0.0
5284,SNCA Trpl. + NAC,0.597338,SNCA Trpl. + NAC,0.0
5285,SNCA Trpl. + NAC,0.715644,SNCA Trpl. + NAC,0.0
5286,SNCA Trpl. + NAC,0.685933,SNCA Trpl. + NAC,0.0
5287,SNCA Trpl. + NAC,0.338792,SNCA Trpl. + NAC,0.0
5288,SNCA Trpl. + NAC,0.326126,SNCA Trpl. + NAC,0.0
5289,SNCA Trpl. + NAC,0.441638,SNCA Trpl. + NAC,0.0
5290,SNCA Trpl. + NAC,0.64624,SNCA Trpl. + NAC,0.0
5291,SNCA Trpl. + NAC,0.476041,SNCA Trpl. + NAC,0.0
5292,SNCA Trpl. + NAC,0.347557,SNCA Trpl. + NAC,0.0
5293,SNCA Trpl. + NAC,0.565081,SNCA Trpl. + NAC,0.0
5294,SNCA Trpl. + NAC,0.516065,SNCA Trpl. + NAC,0.0
5295,SNCA Trpl. + NAC,0.559711,SNCA Trpl. + NAC,0.0
5296,SNCA Trpl. + NAC,0.470826,SNCA Trpl. + NAC,0.0
5297,SNCA Trpl. + NAC,0.683944,SNCA Trpl. + NAC,0.0
5298,SNCA Trpl. + NAC,0.799484,SNCA Trpl. + NAC,0.0
5299,SNCA Trpl. + NAC,0.83063,SNCA Trpl. + NAC,0.0
5300,SNCA Trpl. + NAC,0.878184,SNCA Trpl. + NAC,0.0
5301,SNCA Trpl. + NAC,0.78073,SNCA Trpl. + NAC,0.0
5302,SNCA Trpl. + NAC,0.664552,SNCA Trpl. + NAC,0.0
5303,SNCA Trpl. + NAC,0.605901,SNCA Trpl. + NAC,0.0
5304,SNCA Trpl. + NAC,0.289756,SNCA Trpl. + NAC,0.0
5305,SNCA Trpl. + NAC,0.363034,SNCA Trpl. + NAC,0.0
5306,SNCA Trpl. + NAC,0.327901,SNCA Trpl. + NAC,0.0
5307,SNCA Trpl. + NAC,0.196316,SNCA Trpl. + NAC,0.0
5308,SNCA Trpl. + NAC,0.314301,SNCA Trpl. + NAC,0.0
5309,SNCA Trpl. + NAC,0.284898,SNCA Trpl. + NAC,0.0
5310,SNCA Trpl. + NAC,0.503046,SNCA Trpl. + NAC,0.0
5311,SNCA Trpl. + NAC,0.379032,SNCA Trpl. + NAC,0.0
5312,SNCA Trpl. + NAC,0.663485,SNCA Trpl. + NAC,0.0
5313,SNCA Trpl. + NAC,0.472965,SNCA Trpl. + NAC,0.0
5314,SNCA Trpl. + NAC,1.044265,SNCA Trpl. + NAC,0.0
5315,SNCA Trpl. + NAC,1.309195,SNCA Trpl. + NAC,0.0
5316,SNCA Trpl. + NAC,0.935345,SNCA Trpl. + NAC,0.0
5317,SNCA Trpl. + NAC,0.358918,SNCA Trpl. + NAC,0.0
5318,SNCA Trpl. + NAC,0.3807,SNCA Trpl. + NAC,0.0
5319,SNCA Trpl. + NAC,0.551825,SNCA Trpl. + NAC,0.0
5320,SNCA Trpl. + NAC,0.653584,SNCA Trpl. + NAC,0.0
5321,SNCA Trpl. + NAC,0.572609,SNCA Trpl. + NAC,0.0
5322,SNCA Trpl. + NAC,0.366043,SNCA Trpl. + NAC,0.0
5323,SNCA Trpl. + NAC,1.017209,SNCA Trpl. + NAC,0.0
5324,SNCA Trpl. + NAC,0.880539,SNCA Trpl. + NAC,0.0
5325,SNCA Trpl. + NAC,0.773944,SNCA Trpl. + NAC,0.0
5326,SNCA Trpl. + NAC,0.890692,SNCA Trpl. + NAC,0.0
5327,SNCA Trpl. + NAC,0.600816,SNCA Trpl. + NAC,0.0
5328,SNCA Trpl. + NAC,0.01354,SNCA Trpl. + NAC,0.0
5329,SNCA Trpl. + NAC,0.132386,SNCA Trpl. + NAC,0.0
5330,SNCA Trpl. + NAC,0.321112,SNCA Trpl. + NAC,0.0
5331,SNCA Trpl. + NAC,0.684662,SNCA Trpl. + NAC,0.0
5332,SNCA Trpl. + NAC,0.479749,SNCA Trpl. + NAC,0.0
5333,SNCA Trpl. + NAC,0.733743,SNCA Trpl. + NAC,0.0
5334,SNCA Trpl. + NAC,1.808661,SNCA Trpl. + NAC,0.0
5335,SNCA Trpl. + NAC,0.224236,SNCA Trpl. + NAC,0.0
5336,SNCA Trpl. + NAC,0.504443,SNCA Trpl. + NAC,0.0
5337,SNCA Trpl. + NAC,0.192989,SNCA Trpl. + NAC,0.0
5338,SNCA Trpl. + NAC,0.401812,SNCA Trpl. + NAC,0.0
5339,SNCA Trpl. + NAC,-0.35204,SNCA Trpl. + NAC,0.0
5340,SNCA Trpl. + NAC,0.415,SNCA Trpl. + NAC,0.0
5341,SNCA Trpl. + NAC,0.231625,SNCA Trpl. + NAC,0.0
5342,SNCA Trpl. + NAC,-0.37822,SNCA Trpl. + NAC,0.0
5343,SNCA Trpl. + NAC,0.022781,SNCA Trpl. + NAC,0.0
5344,SNCA Trpl. + NAC,0.379086,SNCA Trpl. + NAC,0.0
5345,SNCA Trpl. + NAC,0.078287,SNCA Trpl. + NAC,0.0
5346,SNCA Trpl. + NAC,0.080568,SNCA Trpl. + NAC,0.0
5347,SNCA Trpl. + NAC,0.178867,SNCA Trpl. + NAC,0.0
5348,SNCA Trpl. + NAC,0.059274,SNCA Trpl. + NAC,0.0
5349,SNCA Trpl. + NAC,0.192966,SNCA Trpl. + NAC,0.0
