,column,value,Compound,Concentration (M)
2033,GC,1.198009,GC,0
2034,GC,1.280748,GC,0
2035,GC,1.513887,GC,0
2036,GC,1.598511,GC,0
2037,GC,1.329973,GC,0
2038,GC,1.625685,GC,0
2039,GC,1.748539,GC,0
2040,GC,1.586577,GC,0
2041,GC,0.955521,GC,0
2042,GC,1.026536,GC,0
2043,GC,0.921715,GC,0
2044,GC,0.974992,GC,0
2045,GC,1.037754,GC,0
2046,GC,1.047553,GC,0
2047,GC,1.128385,GC,0
2048,GC,1.637455,GC,0
2049,GC,1.438183,GC,0
2050,GC,1.613894,GC,0
2051,GC,1.745627,GC,0
2052,GC,1.639339,GC,0
2053,GC,2.000445,GC,0
2054,GC,1.092402,GC,0
2055,GC,1.039477,GC,0
2056,GC,1.37332,GC,0
2057,GC,1.012024,GC,0
2058,GC,1.057663,GC,0
2059,GC,1.003745,GC,0
2060,GC,1.147318,GC,0
2061,GC,1.01693,GC,0
2062,GC,1.020779,GC,0
2063,GC,1.077056,GC,0
2064,GC,1.116982,GC,0
2065,GC,1.382396,GC,0
2066,GC,1.184805,GC,0
2067,GC,1.201121,GC,0
2068,GC,1.120019,GC,0
2069,GC,1.128385,GC,0
2070,GC,1.152308,GC,0
2071,GC,1.122599,GC,0
2072,GC,0.965681,GC,0
2073,GC,1.066715,GC,0
2074,GC,1.125482,GC,0
2075,GC,1.183737,GC,0
2076,GC,1.079931,GC,0
2077,GC,1.062427,GC,0
2078,GC,1.170659,GC,0
2079,GC,1.27538,GC,0
2080,GC,1.492981,GC,0
2081,GC,1.355445,GC,0
2082,GC,1.308692,GC,0
2083,GC,2.122886,GC,0
2084,GC,1.310866,GC,0
2085,GC,1.188396,GC,0
2086,GC,1.307822,GC,0
2087,GC,1.304543,GC,0
2088,GC,1.694209,GC,0
2089,GC,1.63639,GC,0
2090,GC,2.276365,GC,0
2091,GC,1.880747,GC,0
2092,GC,1.732973,GC,0
2093,GC,1.807029,GC,0
2094,GC,1.437888,GC,0
2095,GC,1.506377,GC,0
2096,GC,1.417194,GC,0
2097,GC,1.508626,GC,0
2098,GC,1.509709,GC,0
2099,GC,1.222087,GC,0
2100,GC,1.06575,GC,0
2101,GC,1.11282,GC,0
2102,GC,1.082937,GC,0
2103,GC,1.089559,GC,0
2104,GC,1.122008,GC,0
2105,GC,0.978006,GC,0
2106,GC,1.00733,GC,0
2107,GC,1.15864,GC,0
2108,GC,0.99194,GC,0
2109,GC,1.211663,GC,0
2110,GC,1.116253,GC,0
2111,GC,1.14432,GC,0
2112,GC,1.151055,GC,0
2113,GC,1.147457,GC,0
2114,GC,1.177766,GC,0
2115,GC,1.282118,GC,0
2116,GC,1.135413,GC,0
2117,GC,1.18853,GC,0
2118,GC,1.157042,GC,0
2119,GC,1.210087,GC,0
2120,GC,1.207285,GC,0
2121,GC,1.190574,GC,0
2122,GC,1.215539,GC,0
2123,GC,1.153217,GC,0
2124,GC,0.991406,GC,0
2125,GC,0.899703,GC,0
2126,GC,0.994535,GC,0
2127,GC,1.103045,GC,0
2128,GC,1.007215,GC,0
2129,GC,0.98054,GC,0
2130,GC,1.030444,GC,0
2131,GC,1.002506,GC,0
2132,GC,1.12662,GC,0
2133,GC,1.182055,GC,0
2134,GC,1.234813,GC,0
2135,GC,1.416831,GC,0
2136,GC,1.135421,GC,0
2137,GC,1.198009,GC,0
2138,GC,1.280748,GC,0
2139,GC,1.513887,GC,0
2140,GC,1.598511,GC,0
2141,GC,1.329973,GC,0
2142,GC,1.625685,GC,0
2143,GC,1.748539,GC,0
2144,GC,1.586577,GC,0
2145,GC,0.955521,GC,0
2146,GC,1.026536,GC,0
2147,GC,0.921715,GC,0
2148,GC,0.974992,GC,0
2149,GC,1.037754,GC,0
2150,GC,1.047553,GC,0
2151,GC,1.128385,GC,0
2152,GC,1.637455,GC,0
2153,GC,1.438183,GC,0
2154,GC,1.613894,GC,0
2155,GC,1.745627,GC,0
2156,GC,1.639339,GC,0
2157,GC,2.000445,GC,0
2158,GC,1.092402,GC,0
2159,GC,1.039477,GC,0
2160,GC,1.37332,GC,0
2161,GC,1.012024,GC,0
2162,GC,1.057663,GC,0
2163,GC,1.003745,GC,0
2164,GC,1.147318,GC,0
2165,GC,1.01693,GC,0
2166,GC,1.020779,GC,0
2167,GC,1.077056,GC,0
2168,GC,1.116982,GC,0
2169,GC,1.382396,GC,0
2170,GC,1.184805,GC,0
2171,GC,1.201121,GC,0
2172,GC,1.120019,GC,0
2173,GC,1.128385,GC,0
2174,GC,1.152308,GC,0
2175,GC,1.122599,GC,0
2176,GC,0.965681,GC,0
2177,GC,1.066715,GC,0
2178,GC,1.125482,GC,0
2179,GC,1.183737,GC,0
2180,GC,1.079931,GC,0
2181,GC,1.062427,GC,0
2182,GC,1.170659,GC,0
2183,GC,1.27538,GC,0
2184,GC,1.492981,GC,0
2185,GC,1.355445,GC,0
2186,GC,1.308692,GC,0
2187,GC,2.122886,GC,0
2188,GC,1.310866,GC,0
2189,GC,1.188396,GC,0
2190,GC,1.307822,GC,0
2191,GC,1.304543,GC,0
2192,GC,1.694209,GC,0
2193,GC,1.63639,GC,0
2194,GC,2.276365,GC,0
2195,GC,1.880747,GC,0
2196,GC,1.732973,GC,0
2197,GC,1.807029,GC,0
2198,GC,1.437888,GC,0
2199,GC,1.506377,GC,0
2200,GC,1.417194,GC,0
2201,GC,1.508626,GC,0
2202,GC,1.509709,GC,0
2203,GC,1.222087,GC,0
2204,GC,1.06575,GC,0
2205,GC,1.11282,GC,0
2206,GC,1.082937,GC,0
2207,GC,1.089559,GC,0
2208,GC,1.122008,GC,0
2209,GC,0.978006,GC,0
2210,GC,1.00733,GC,0
2211,GC,1.15864,GC,0
2212,GC,0.99194,GC,0
2213,GC,1.211663,GC,0
2214,GC,1.116253,GC,0
2215,GC,1.14432,GC,0
2216,GC,1.151055,GC,0
2217,GC,1.147457,GC,0
2218,GC,1.177766,GC,0
2219,GC,1.282118,GC,0
2220,GC,1.135413,GC,0
2221,GC,1.18853,GC,0
2222,GC,1.157042,GC,0
2223,GC,1.210087,GC,0
2224,GC,1.207285,GC,0
2225,GC,1.190574,GC,0
2226,GC,1.215539,GC,0
2227,GC,1.153217,GC,0
2228,GC,0.991406,GC,0
2229,GC,0.899703,GC,0
2230,GC,0.994535,GC,0
2231,GC,1.103045,GC,0
2232,GC,1.007215,GC,0
2233,GC,0.98054,GC,0
2234,GC,1.030444,GC,0
2235,GC,1.002506,GC,0
2236,GC,1.12662,GC,0
2237,GC,1.182055,GC,0
2238,GC,1.234813,GC,0
2239,GC,1.416831,GC,0
2240,GC,1.135421,GC,0
2241,GC,1.198009,GC,0
2242,GC,1.280748,GC,0
2243,GC,1.513887,GC,0
2244,GC,1.598511,GC,0
2245,GC,1.329973,GC,0
2246,GC,1.625685,GC,0
2247,GC,1.748539,GC,0
2248,GC,1.586577,GC,0
2249,GC,0.955521,GC,0
2250,GC,1.026536,GC,0
2251,GC,0.921715,GC,0
2252,GC,0.974992,GC,0
2253,GC,1.037754,GC,0
2254,GC,1.047553,GC,0
2255,GC,1.128385,GC,0
2256,GC,1.637455,GC,0
2257,GC,1.438183,GC,0
2258,GC,1.613894,GC,0
2259,GC,1.745627,GC,0
2260,GC,1.639339,GC,0
2261,GC,2.000445,GC,0
2262,GC,1.092402,GC,0
2263,GC,1.039477,GC,0
2264,GC,1.37332,GC,0
2265,GC,1.012024,GC,0
2266,GC,1.057663,GC,0
2267,GC,1.003745,GC,0
2268,GC,1.147318,GC,0
2269,GC,1.01693,GC,0
2270,GC,1.020779,GC,0
2271,GC,1.077056,GC,0
2272,GC,1.116982,GC,0
2273,GC,1.382396,GC,0
2274,GC,1.184805,GC,0
2275,GC,1.201121,GC,0
2276,GC,1.120019,GC,0
2277,GC,1.128385,GC,0
2278,GC,1.152308,GC,0
2279,GC,1.122599,GC,0
2280,GC,0.965681,GC,0
2281,GC,1.066715,GC,0
2282,GC,1.125482,GC,0
2283,GC,1.183737,GC,0
2284,GC,1.079931,GC,0
2285,GC,1.062427,GC,0
2286,GC,1.170659,GC,0
2287,GC,1.27538,GC,0
2288,GC,1.492981,GC,0
2289,GC,1.355445,GC,0
2290,GC,1.308692,GC,0
2291,GC,2.122886,GC,0
2292,GC,1.310866,GC,0
2293,GC,1.188396,GC,0
2294,GC,1.307822,GC,0
2295,GC,1.304543,GC,0
2296,GC,1.694209,GC,0
2297,GC,1.63639,GC,0
2298,GC,2.276365,GC,0
2299,GC,1.880747,GC,0
2300,GC,1.732973,GC,0
2301,GC,1.807029,GC,0
2302,GC,1.437888,GC,0
2303,GC,1.506377,GC,0
2304,GC,1.417194,GC,0
2305,GC,1.508626,GC,0
2306,GC,1.509709,GC,0
2307,GC,1.222087,GC,0
2308,GC,1.06575,GC,0
2309,GC,1.11282,GC,0
2310,GC,1.082937,GC,0
2311,GC,1.089559,GC,0
2312,GC,1.122008,GC,0
2313,GC,0.978006,GC,0
2314,GC,1.00733,GC,0
2315,GC,1.15864,GC,0
2316,GC,0.99194,GC,0
2317,GC,1.211663,GC,0
2318,GC,1.116253,GC,0
2319,GC,1.14432,GC,0
2320,GC,1.151055,GC,0
2321,GC,1.147457,GC,0
2322,GC,1.177766,GC,0
2323,GC,1.282118,GC,0
2324,GC,1.135413,GC,0
2325,GC,1.18853,GC,0
2326,GC,1.157042,GC,0
2327,GC,1.210087,GC,0
2328,GC,1.207285,GC,0
2329,GC,1.190574,GC,0
2330,GC,1.215539,GC,0
2331,GC,1.153217,GC,0
2332,GC,0.991406,GC,0
2333,GC,0.899703,GC,0
2334,GC,0.994535,GC,0
2335,GC,1.103045,GC,0
2336,GC,1.007215,GC,0
2337,GC,0.98054,GC,0
2338,GC,1.030444,GC,0
2339,GC,1.002506,GC,0
2340,GC,1.12662,GC,0
2341,GC,1.182055,GC,0
2342,GC,1.234813,GC,0
2343,GC,1.416831,GC,0
2344,GC,1.135421,GC,0
2345,GC,1.198009,GC,0
2346,GC,1.280748,GC,0
2347,GC,1.513887,GC,0
2348,GC,1.598511,GC,0
2349,GC,1.329973,GC,0
2350,GC,1.625685,GC,0
2351,GC,1.748539,GC,0
2352,GC,1.586577,GC,0
2353,GC,0.955521,GC,0
2354,GC,1.026536,GC,0
2355,GC,0.921715,GC,0
2356,GC,0.974992,GC,0
2357,GC,1.037754,GC,0
2358,GC,1.047553,GC,0
2359,GC,1.128385,GC,0
2360,GC,1.637455,GC,0
2361,GC,1.438183,GC,0
2362,GC,1.613894,GC,0
2363,GC,1.745627,GC,0
2364,GC,1.639339,GC,0
2365,GC,2.000445,GC,0
2366,GC,1.092402,GC,0
2367,GC,1.039477,GC,0
2368,GC,1.37332,GC,0
2369,GC,1.012024,GC,0
2370,GC,1.057663,GC,0
2371,GC,1.003745,GC,0
2372,GC,1.147318,GC,0
2373,GC,1.01693,GC,0
2374,GC,1.020779,GC,0
2375,GC,1.077056,GC,0
2376,GC,1.116982,GC,0
2377,GC,1.382396,GC,0
2378,GC,1.184805,GC,0
2379,GC,1.201121,GC,0
2380,GC,1.120019,GC,0
2381,GC,1.128385,GC,0
2382,GC,1.152308,GC,0
2383,GC,1.122599,GC,0
2384,GC,0.965681,GC,0
2385,GC,1.066715,GC,0
2386,GC,1.125482,GC,0
2387,GC,1.183737,GC,0
2388,GC,1.079931,GC,0
2389,GC,1.062427,GC,0
2390,GC,1.170659,GC,0
2391,GC,1.27538,GC,0
2392,GC,1.492981,GC,0
2393,GC,1.355445,GC,0
2394,GC,1.308692,GC,0
2395,GC,2.122886,GC,0
2396,GC,1.310866,GC,0
2397,GC,1.188396,GC,0
2398,GC,1.307822,GC,0
2399,GC,1.304543,GC,0
2400,GC,1.694209,GC,0
2401,GC,1.63639,GC,0
2402,GC,2.276365,GC,0
2403,GC,1.880747,GC,0
2404,GC,1.732973,GC,0
2405,GC,1.807029,GC,0
2406,GC,1.437888,GC,0
2407,GC,1.506377,GC,0
2408,GC,1.417194,GC,0
2409,GC,1.508626,GC,0
2410,GC,1.509709,GC,0
2411,GC,1.222087,GC,0
2412,GC,1.06575,GC,0
2413,GC,1.11282,GC,0
2414,GC,1.082937,GC,0
2415,GC,1.089559,GC,0
2416,GC,1.122008,GC,0
2417,GC,0.978006,GC,0
2418,GC,1.00733,GC,0
2419,GC,1.15864,GC,0
2420,GC,0.99194,GC,0
2421,GC,1.211663,GC,0
2422,GC,1.116253,GC,0
2423,GC,1.14432,GC,0
2424,GC,1.151055,GC,0
2425,GC,1.147457,GC,0
2426,GC,1.177766,GC,0
2427,GC,1.282118,GC,0
2428,GC,1.135413,GC,0
2429,GC,1.18853,GC,0
2430,GC,1.157042,GC,0
2431,GC,1.210087,GC,0
2432,GC,1.207285,GC,0
2433,GC,1.190574,GC,0
2434,GC,1.215539,GC,0
2435,GC,1.153217,GC,0
2436,GC,0.991406,GC,0
2437,GC,0.899703,GC,0
2438,GC,0.994535,GC,0
2439,GC,1.103045,GC,0
2440,GC,1.007215,GC,0
2441,GC,0.98054,GC,0
2442,GC,1.030444,GC,0
2443,GC,1.002506,GC,0
2444,GC,1.12662,GC,0
2445,GC,1.182055,GC,0
2446,GC,1.234813,GC,0
2447,GC,1.416831,GC,0
2448,GC,1.135421,GC,0
2449,GC,1.198009,GC,0
2450,GC,1.280748,GC,0
2451,GC,1.513887,GC,0
2452,GC,1.598511,GC,0
2453,GC,1.329973,GC,0
2454,GC,1.625685,GC,0
2455,GC,1.748539,GC,0
2456,GC,1.586577,GC,0
2457,GC,0.955521,GC,0
2458,GC,1.026536,GC,0
2459,GC,0.921715,GC,0
2460,GC,0.974992,GC,0
2461,GC,1.037754,GC,0
2462,GC,1.047553,GC,0
2463,GC,1.128385,GC,0
2464,GC,1.637455,GC,0
2465,GC,1.438183,GC,0
2466,GC,1.613894,GC,0
2467,GC,1.745627,GC,0
2468,GC,1.639339,GC,0
2469,GC,2.000445,GC,0
2470,GC+Val,0.320369,GC+Val,0
2471,GC+Val,0.248348,GC+Val,0
2472,GC+Val,0.232926,GC+Val,0
2473,GC+Val,0.220176,GC+Val,0
2474,GC+Val,0.223272,GC+Val,0
2475,GC+Val,0.206196,GC+Val,0
2476,GC+Val,0.208854,GC+Val,0
2477,GC+Val,0.149299,GC+Val,0
2478,GC+Val,0.319066,GC+Val,0
2479,GC+Val,0.362263,GC+Val,0
2480,GC+Val,0.171657,GC+Val,0
2481,GC+Val,0.170504,GC+Val,0
2482,GC+Val,0.159404,GC+Val,0
2483,GC+Val,0.190912,GC+Val,0
2484,GC+Val,0.179659,GC+Val,0
2485,GC+Val,0.291791,GC+Val,0
2486,GC+Val,0.261814,GC+Val,0
2487,GC+Val,0.345906,GC+Val,0
2488,GC+Val,0.440594,GC+Val,0
2489,GC+Val,0.289859,GC+Val,0
2490,GC+Val,0.246982,GC+Val,0
2491,GC+Val,0.161143,GC+Val,0
2492,GC+Val,0.204721,GC+Val,0
2493,GC+Val,0.239926,GC+Val,0
2494,GC+Val,0.143015,GC+Val,0
2495,GC+Val,0.084324,GC+Val,0
2496,GC+Val,0.08602,GC+Val,0
2497,GC+Val,0.089373,GC+Val,0
2498,GC+Val,0.090034,GC+Val,0
2499,GC+Val,0.080706,GC+Val,0
2500,GC+Val,0.0851,GC+Val,0
2501,GC+Val,0.088426,GC+Val,0
2502,GC+Val,0.072918,GC+Val,0
2503,GC+Val,0.083761,GC+Val,0
2504,GC+Val,0.085471,GC+Val,0
2505,GC+Val,0.131723,GC+Val,0
2506,GC+Val,0.135841,GC+Val,0
2507,GC+Val,0.136196,GC+Val,0
2508,GC+Val,0.135941,GC+Val,0
2509,GC+Val,0.136755,GC+Val,0
2510,GC+Val,0.144331,GC+Val,0
2511,GC+Val,0.143357,GC+Val,0
2512,GC+Val,0.130214,GC+Val,0
2513,GC+Val,0.130856,GC+Val,0
2514,GC+Val,0.130916,GC+Val,0
2515,GC+Val,0.138454,GC+Val,0
2516,GC+Val,0.132375,GC+Val,0
2517,GC+Val,0.131075,GC+Val,0
2518,GC+Val,0.13431,GC+Val,0
2519,GC+Val,0.167008,GC+Val,0
2520,GC+Val,0.320369,GC+Val,0
2521,GC+Val,0.248348,GC+Val,0
2522,GC+Val,0.232926,GC+Val,0
2523,GC+Val,0.220176,GC+Val,0
2524,GC+Val,0.223272,GC+Val,0
2525,GC+Val,0.206196,GC+Val,0
2526,GC+Val,0.208854,GC+Val,0
2527,GC+Val,0.149299,GC+Val,0
2528,GC+Val,0.319066,GC+Val,0
2529,GC+Val,0.362263,GC+Val,0
2530,GC+Val,0.171657,GC+Val,0
2531,GC+Val,0.170504,GC+Val,0
2532,GC+Val,0.159404,GC+Val,0
2533,GC+Val,0.190912,GC+Val,0
2534,GC+Val,0.179659,GC+Val,0
2535,GC+Val,0.291791,GC+Val,0
2536,GC+Val,0.261814,GC+Val,0
2537,GC+Val,0.345906,GC+Val,0
2538,GC+Val,0.440594,GC+Val,0
2539,GC+Val,0.289859,GC+Val,0
2540,GC+Val,0.246982,GC+Val,0
2541,GC+Val,0.161143,GC+Val,0
2542,GC+Val,0.204721,GC+Val,0
2543,GC+Val,0.239926,GC+Val,0
2544,GC+Val,0.143015,GC+Val,0
2545,GC+Val,0.084324,GC+Val,0
2546,GC+Val,0.08602,GC+Val,0
2547,GC+Val,0.089373,GC+Val,0
2548,GC+Val,0.090034,GC+Val,0
2549,GC+Val,0.080706,GC+Val,0
2550,GC+Val,0.0851,GC+Val,0
2551,GC+Val,0.088426,GC+Val,0
2552,GC+Val,0.072918,GC+Val,0
2553,GC+Val,0.083761,GC+Val,0
2554,GC+Val,0.085471,GC+Val,0
2555,GC+Val,0.131723,GC+Val,0
2556,GC+Val,0.135841,GC+Val,0
2557,GC+Val,0.136196,GC+Val,0
2558,GC+Val,0.135941,GC+Val,0
2559,GC+Val,0.136755,GC+Val,0
2560,GC+Val,0.144331,GC+Val,0
2561,GC+Val,0.143357,GC+Val,0
2562,GC+Val,0.130214,GC+Val,0
2563,GC+Val,0.130856,GC+Val,0
2564,GC+Val,0.130916,GC+Val,0
2565,GC+Val,0.138454,GC+Val,0
2566,GC+Val,0.132375,GC+Val,0
2567,GC+Val,0.131075,GC+Val,0
2568,GC+Val,0.13431,GC+Val,0
2569,GC+Val,0.167008,GC+Val,0
2570,GC+Val,0.320369,GC+Val,0
2571,GC+Val,0.248348,GC+Val,0
2572,GC+Val,0.232926,GC+Val,0
2573,GC+Val,0.220176,GC+Val,0
2574,GC+Val,0.223272,GC+Val,0
2575,GC+Val,0.206196,GC+Val,0
2576,GC+Val,0.208854,GC+Val,0
2577,GC+Val,0.149299,GC+Val,0
2578,GC+Val,0.319066,GC+Val,0
2579,GC+Val,0.362263,GC+Val,0
2580,GC+Val,0.171657,GC+Val,0
2581,GC+Val,0.170504,GC+Val,0
2582,GC+Val,0.159404,GC+Val,0
2583,GC+Val,0.190912,GC+Val,0
2584,GC+Val,0.179659,GC+Val,0
2585,GC+Val,0.291791,GC+Val,0
2586,GC+Val,0.261814,GC+Val,0
2587,GC+Val,0.345906,GC+Val,0
2588,GC+Val,0.440594,GC+Val,0
2589,GC+Val,0.289859,GC+Val,0
2590,GC+Val,0.246982,GC+Val,0
2591,GC+Val,0.161143,GC+Val,0
2592,GC+Val,0.204721,GC+Val,0
2593,GC+Val,0.239926,GC+Val,0
2594,GC+Val,0.143015,GC+Val,0
2595,GC+Val,0.084324,GC+Val,0
2596,GC+Val,0.08602,GC+Val,0
2597,GC+Val,0.089373,GC+Val,0
2598,GC+Val,0.090034,GC+Val,0
2599,GC+Val,0.080706,GC+Val,0
2600,GC+Val,0.0851,GC+Val,0
2601,GC+Val,0.088426,GC+Val,0
2602,GC+Val,0.072918,GC+Val,0
2603,GC+Val,0.083761,GC+Val,0
2604,GC+Val,0.085471,GC+Val,0
2605,GC+Val,0.131723,GC+Val,0
2606,GC+Val,0.135841,GC+Val,0
2607,GC+Val,0.136196,GC+Val,0
2608,GC+Val,0.135941,GC+Val,0
2609,GC+Val,0.136755,GC+Val,0
2610,GC+Val,0.144331,GC+Val,0
2611,GC+Val,0.143357,GC+Val,0
2612,GC+Val,0.130214,GC+Val,0
2613,GC+Val,0.130856,GC+Val,0
2614,GC+Val,0.130916,GC+Val,0
2615,GC+Val,0.138454,GC+Val,0
2616,GC+Val,0.132375,GC+Val,0
2617,GC+Val,0.131075,GC+Val,0
2618,GC+Val,0.13431,GC+Val,0
2619,GC+Val,0.167008,GC+Val,0
2620,GC+Val,0.320369,GC+Val,0
2621,GC+Val,0.248348,GC+Val,0
2622,GC+Val,0.232926,GC+Val,0
2623,GC+Val,0.220176,GC+Val,0
2624,GC+Val,0.223272,GC+Val,0
2625,GC+Val,0.206196,GC+Val,0
2626,GC+Val,0.208854,GC+Val,0
2627,GC+Val,0.149299,GC+Val,0
2628,GC+Val,0.319066,GC+Val,0
2629,GC+Val,0.362263,GC+Val,0
2630,GC+Val,0.171657,GC+Val,0
2631,GC+Val,0.170504,GC+Val,0
2632,GC+Val,0.159404,GC+Val,0
2633,GC+Val,0.190912,GC+Val,0
2634,GC+Val,0.179659,GC+Val,0
2635,GC+Val,0.291791,GC+Val,0
2636,GC+Val,0.261814,GC+Val,0
2637,GC+Val,0.345906,GC+Val,0
2638,GC+Val,0.440594,GC+Val,0
2639,GC+Val,0.289859,GC+Val,0
2640,GC+Val,0.246982,GC+Val,0
2641,GC+Val,0.161143,GC+Val,0
2642,GC+Val,0.204721,GC+Val,0
2643,GC+Val,0.239926,GC+Val,0
2644,GC+Val,0.143015,GC+Val,0
2645,GC+Val,0.084324,GC+Val,0
2646,GC+Val,0.08602,GC+Val,0
2647,GC+Val,0.089373,GC+Val,0
2648,GC+Val,0.090034,GC+Val,0
2649,GC+Val,0.080706,GC+Val,0
2650,GC+Val,0.0851,GC+Val,0
2651,GC+Val,0.088426,GC+Val,0
2652,GC+Val,0.072918,GC+Val,0
2653,GC+Val,0.083761,GC+Val,0
2654,GC+Val,0.085471,GC+Val,0
2655,GC+Val,0.131723,GC+Val,0
2656,GC+Val,0.135841,GC+Val,0
2657,GC+Val,0.136196,GC+Val,0
2658,GC+Val,0.135941,GC+Val,0
2659,GC+Val,0.136755,GC+Val,0
2660,GC+Val,0.144331,GC+Val,0
2661,GC+Val,0.143357,GC+Val,0
2662,GC+Val,0.130214,GC+Val,0
2663,GC+Val,0.130856,GC+Val,0
2664,GC+Val,0.130916,GC+Val,0
2665,GC+Val,0.138454,GC+Val,0
2666,GC+Val,0.132375,GC+Val,0
2667,GC+Val,0.131075,GC+Val,0
2668,GC+Val,0.13431,GC+Val,0
2669,GC+Val,0.167008,GC+Val,0
2670,GC+Val,0.320369,GC+Val,0
2671,GC+Val,0.248348,GC+Val,0
2672,GC+Val,0.232926,GC+Val,0
2673,GC+Val,0.220176,GC+Val,0
2674,GC+Val,0.223272,GC+Val,0
2675,GC+Val,0.206196,GC+Val,0
2676,GC+Val,0.208854,GC+Val,0
2677,GC+Val,0.149299,GC+Val,0
2678,GC+Val,0.319066,GC+Val,0
2679,GC+Val,0.362263,GC+Val,0
2680,GC+Val,0.171657,GC+Val,0
2681,GC+Val,0.170504,GC+Val,0
2682,GC+Val,0.159404,GC+Val,0
2683,GC+Val,0.190912,GC+Val,0
2684,GC+Val,0.179659,GC+Val,0
2685,GC+Val,0.291791,GC+Val,0
2686,GC+Val,0.261814,GC+Val,0
2687,GC+Val,0.345906,GC+Val,0
2688,GC+Val,0.440594,GC+Val,0
2689,GC+Val,0.289859,GC+Val,0
2690,GC+Val,0.246982,GC+Val,0
2691,GC+Val,0.161143,GC+Val,0
2692,GC+Val,0.204721,GC+Val,0
2693,GC+Val,0.239926,GC+Val,0
2694,GC+Val,0.143015,GC+Val,0
2695,GC+Val,0.084324,GC+Val,0
2696,GC+Val,0.08602,GC+Val,0
2697,GC+Val,0.089373,GC+Val,0
2698,GC+Val,0.090034,GC+Val,0
2699,GC+Val,0.080706,GC+Val,0
2700,GC+Val,0.0851,GC+Val,0
2701,GC+Val,0.088426,GC+Val,0
2702,GC+Val,0.072918,GC+Val,0
2703,GC+Val,0.083761,GC+Val,0
2704,GC+Val,0.085471,GC+Val,0
2705,GC+Val,0.131723,GC+Val,0
2706,GC+Val,0.135841,GC+Val,0
2707,GC+Val,0.136196,GC+Val,0
2708,GC+Val,0.135941,GC+Val,0
2709,GC+Val,0.136755,GC+Val,0
2710,GC+Val,0.144331,GC+Val,0
2711,GC+Val,0.143357,GC+Val,0
2712,GC+Val,0.130214,GC+Val,0
2713,GC+Val,0.130856,GC+Val,0
2714,GC+Val,0.130916,GC+Val,0
2715,GC+Val,0.138454,GC+Val,0
2716,GC+Val,0.132375,GC+Val,0
2717,GC+Val,0.131075,GC+Val,0
2718,GC+Val,0.13431,GC+Val,0
2719,GC+Val,0.167008,GC+Val,0
2720,GC+Val,0.320369,GC+Val,0
2721,GC+Val,0.248348,GC+Val,0
2722,GC+Val,0.232926,GC+Val,0
2723,GC+Val,0.220176,GC+Val,0
2724,GC+Val,0.223272,GC+Val,0
2725,GC+Val,0.206196,GC+Val,0
2726,GC+Val,0.208854,GC+Val,0
2727,GC+Val,0.149299,GC+Val,0
2728,GC+Val,0.319066,GC+Val,0
2729,GC+Val,0.362263,GC+Val,0
2730,GC+Val,0.171657,GC+Val,0
2731,GC+Val,0.170504,GC+Val,0
2732,GC+Val,0.159404,GC+Val,0
2733,GC+Val,0.190912,GC+Val,0
2734,GC+Val,0.179659,GC+Val,0
2735,GC+Val,0.291791,GC+Val,0
2736,GC+Val,0.261814,GC+Val,0
2737,GC+Val,0.345906,GC+Val,0
2738,GC+Val,0.440594,GC+Val,0
2739,GC+Val,0.289859,GC+Val,0
2740,GC+Val,0.246982,GC+Val,0
2741,GC+Val,0.161143,GC+Val,0
2742,GC+Val,0.204721,GC+Val,0
2743,GC+Val,0.239926,GC+Val,0
2744,GC+Val,0.143015,GC+Val,0
2745,GC+Val,0.084324,GC+Val,0
2746,GC+Val,0.08602,GC+Val,0
2747,GC+Val,0.089373,GC+Val,0
2748,GC+Val,0.090034,GC+Val,0
2749,GC+Val,0.080706,GC+Val,0
2750,GC+Val,0.0851,GC+Val,0
2751,GC+Val,0.088426,GC+Val,0
2752,GC+Val,0.072918,GC+Val,0
2753,GC+Val,0.083761,GC+Val,0
2754,GC+Val,0.085471,GC+Val,0
2755,GC+Val,0.131723,GC+Val,0
2756,GC+Val,0.135841,GC+Val,0
2757,GC+Val,0.136196,GC+Val,0
2758,GC+Val,0.135941,GC+Val,0
2759,GC+Val,0.136755,GC+Val,0
2760,GC+Val,0.144331,GC+Val,0
2761,GC+Val,0.143357,GC+Val,0
2762,GC+Val,0.130214,GC+Val,0
2763,GC+Val,0.130856,GC+Val,0
2764,GC+Val,0.130916,GC+Val,0
2765,GC+Val,0.138454,GC+Val,0
2766,GC+Val,0.132375,GC+Val,0
2767,GC+Val,0.131075,GC+Val,0
2768,GC+Val,0.13431,GC+Val,0
2769,GC+Val,0.167008,GC+Val,0
2770,GC+Val,0.320369,GC+Val,0
2771,GC+Val,0.248348,GC+Val,0
2772,GC+Val,0.232926,GC+Val,0
2773,GC+Val,0.220176,GC+Val,0
2774,GC+Val,0.223272,GC+Val,0
2775,GC+Val,0.206196,GC+Val,0
2776,GC+Val,0.208854,GC+Val,0
2777,GC+Val,0.149299,GC+Val,0
2778,GC+Val,0.319066,GC+Val,0
2779,GC+Val,0.362263,GC+Val,0
2780,GC+Val,0.171657,GC+Val,0
2781,GC+Val,0.170504,GC+Val,0
2782,GC+Val,0.159404,GC+Val,0
2783,GC+Val,0.190912,GC+Val,0
2784,GC+Val,0.179659,GC+Val,0
2785,GC+Val,0.291791,GC+Val,0
2786,GC+Val,0.261814,GC+Val,0
