SECONDS,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,GC,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TRPL,TIC 2.5 Um,TIC 2.5 Um,TIC 2.5 Um,TIC 2.5 Um,TIC 2.5 Um,TIC 2.5 Um,TIC 2.5 Um,TIC 2.5 Um,TIC 2.5 Um,TIC 2.5 Um,TIC 2.5 Um,TIC 2.5 Um,TIC 2.5 Um,TIC 2.5 Um,TIC 2.5 Um,TIC 1Um,TIC 1Um,TIC 1Um,TIC 1Um,TIC 1Um,TIC 1Um,TIC 1Um,TIC 1Um,TIC 1Um,TIC 1Um,TIC 1Um,TIC 1Um,TIC 1Um,TIC 1Um,TIC 1Um,TIC 0.5 Um,TIC 0.5 Um,TIC 0.5 Um,TIC 0.5 Um,TIC 0.5 Um,TIC 0.5 Um,TIC 0.5 Um,TIC 0.5 Um,TIC 0.5 Um,TIC 0.5 Um,TIC 0.5 Um,TIC 0.5 Um,TIC 0.5 Um,TIC 0.5 Um,TIC 0.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 2.5 Um,Tyr 1 Um,Tyr 1 Um,Tyr 1 Um,Tyr 1 Um,Tyr 1 Um,Tyr 1 Um,Tyr 1 Um,Tyr 1 Um,Tyr 1 Um,Tyr 1 Um,Tyr 1 Um,Tyr 1 Um,Tyr 1 Um,Tyr 1 Um,Tyr 1 Um,Tyr 0.5 Um,Tyr 0.5 Um,Tyr 0.5 Um,Tyr 0.5 Um,Tyr 0.5 Um,Tyr 0.5 Um,Tyr 0.5 Um,Tyr 0.5 Um,Tyr 0.5 Um,Tyr 0.5 Um,Tyr 0.5 Um,Tyr 0.5 Um,Tyr 0.5 Um,Tyr 0.5 Um,Tyr 0.5 Um
30,0.903648*,1.059339*,0.897554*,1.063593*,1.009334*,0.902339*,1.164192*,1.100517*,1.018598*,0.974204*,0.850454*,0.994477*,1.195959*,1.038266*,0.934633*,0.892891*,1.178293*,1.101996*,1.023159*,0.95614*,1.015239*,0.895512*,0.936426*,1.062234*,0.831001*,1.057859,1.063663,0.845537*,1.257597,1.018081*,1.161707*,1.381032,1.408407*,1.147199*,1.226068,1.652305,1.030891,1.241475,1.063277,1.126529,1.466869,1.546548,1.214361,1.028923,0.988939,0.837021,0.742145,0.985775,1.074934,1.052263,1.003146,0.959788*,0.83748*,0.915995*,0.839137*,1.380421*,1.48984*,1.227553*,1.033589*,1.208568*,1.008675*,1.117318*,1.048854*,1.177369*,1.021186*,0.942064*,0.965813,1.632081,1.729737,1.939073,2.399187,1.085017,1.168903,1.472688,1.011255,1.536387,1.123826,1.068598,1.092747,1.117932,0.858629,0.942762,0.904126,1.07422,0.982938,1.049549,1.38934,1.506132,1.526885,1.335314,1.582007,0.798781,0.541425,0.752109,0.463662,0.786732,1.590775*,1.912871*,3.022852*,2.906891*,2.312242*,1.69434*,1.834397*,1.775779*,2.054171*,1.856163*,1.066738*,0.961819*,1.039116*,0.733034*,1.065691*,1.422871,1.445585,1.214095,1.71228,1.403645,2.619026,1.786512,3.011475,2.226286,2.159504,1.558953,1.427018,1.351815,1.563377,1.577369,1.15251*,1.674557*,1.539651*,1.963736*,2.084161*,1.796444*,2.536201*,2.636295*,2.052922*,2.147132*,1.466265*,1.554444*,2.076177*,1.437294*,1.331448*
60,0.900182*,0.970698*,0.867995*,1.126036*,1.030789*,0.899996*,1.176912*,1.103392*,0.954072*,1.011018*,0.864406*,0.93016*,1.280581*,0.966854*,0.888139*,0.870443*,1.378825*,1.135743*,1.095028*,0.982303*,0.950761*,0.957719*,0.932604*,1.038728*,0.858548*,1.089743,1.175068,0.929344*,1.292568,0.996294*,1.0266*,1.230502,1.290837*,1.171029*,1.160705,1.520212,1.034563,1.371728,1.006454,1.02266,1.412288,1.467925,1.159371,1.028923,1.044339,0.773118,0.729724,0.930769,1.09212,1.011113,1.10574,1.006353*,0.741644*,0.846644*,0.804232*,1.507989*,1.431139*,1.251993*,1.072777*,1.156649*,0.974236*,1.069221*,1.074026*,1.331176*,1.005821*,0.878251*,0.989482,1.639935,1.646081,1.76807,2.478151,1.026453,1.198718,1.574518,1.08305,1.487806,1.075161,1.148922,1.142292,1.187028,0.818723,1.005858,0.904653,1.01215,0.903552,1.062014,1.435685,1.549453,1.455131,1.351222,1.649764,0.796583,0.514679,0.745762,0.528178,0.834125,1.542358*,1.96181*,3.006548*,3.340609*,2.789894*,1.710536*,1.843629*,1.757628*,2.111147*,1.843605*,1.117875*,0.926019*,1.067062*,0.756794*,1.041157*,1.545571,1.432839,1.185121,1.631243,1.484409,2.613721,1.77439,3.10362,2.244938,2.079999,1.451161,1.411306,1.324114,1.580894,1.461181,1.157694*,1.672643*,1.456893*,1.955118*,2.2424*,1.803077*,2.505096*,2.710412*,1.937023*,2.094355*,1.395884*,1.543748*,1.976398*,1.539552*,1.308235*
90,0.91157*,0.954713*,0.92852*,1.03263*,0.960703*,0.925777*,1.15482*,1.061701*,0.983043*,1.041015*,0.841153*,0.892541*,1.379749*,0.956812*,0.896592*,0.855851*,1.161909*,1.042067*,1.111362*,0.957924*,0.949002*,0.924672*,0.879731*,1.075106*,0.859007*,1.066425,1.100644,0.865721*,1.308061,0.935645*,1.085743*,1.2598,1.311108*,1.160816*,1.167031,1.538432,1.008859,1.345677,1.04778,1.126529,1.390845,1.503663,1.135542,0.925345,0.965954,0.801927,0.764399,0.917017,0.978846,0.898685,1.043993,0.975078*,0.764279*,0.901563*,0.857306*,1.499551*,1.412355*,1.283098*,1.010076*,1.152803*,1.0123*,1.037774*,1.076124*,1.277411*,1.00523*,0.854996*,0.991214,1.599617,1.824378,1.80227,2.440514,1.067606,1.142596,1.47461,1.016508,1.460045,1.036115,1.003334,1.057653,1.168425,0.820654,0.934186,0.8978,1.065159,0.889599,1.064507,1.310755,1.529237,1.50367,1.327359,1.53889,0.767467,0.541064,0.724077,0.508681,0.771092,1.608275*,1.918545*,2.861981*,3.591856*,2.654327*,1.856305*,1.902714*,1.801997*,1.901558*,1.804363*,1.126794*,0.875303*,1.024507*,0.773954*,1.00359*,1.497558,1.386554,1.262955,1.63649,1.380064,2.672069,1.792573,3.36051,2.19431,1.972433,1.50184,1.397735,1.295721,1.537831,1.465602,1.187068*,1.654143*,1.415969*,1.968661*,2.14908*,1.76549*,2.467325*,2.759823*,1.939169*,2.103151*,1.378289*,1.532161*,1.866065*,1.498838*,1.247714*
120,0.890279*,0.948416*,0.869872*,1.111587*,1.029836*,0.92812*,1.176912*,1.15371*,0.931685*,1.049196*,0.843479*,0.955644*,1.439249*,0.915527*,0.873345*,0.892891*,1.151424*,1.066504*,1.103522*,0.961491*,0.905626*,0.957071*,0.925596*,1.025856*,0.829624*,1.024073,1.146408,0.81175*,1.246531,0.986873*,1.038537*,1.22242,1.329757*,1.166944*,1.204983,1.549819,1.045578,1.365215,1.066721,1.060847,1.346011,1.466138,1.034727,0.981592,1.01546,0.777832,0.748873,0.93294,1.030405,0.926608,1.032594,1.080022*,0.765723*,0.935638*,0.800407*,1.463316*,1.485144*,1.296429*,0.978726*,1.197031*,1.037675*,0.997077*,1.018786*,1.2393*,1.039505*,0.867975*,0.935216,1.571866,1.723822,1.855126,2.447156,1.047029,1.161888,1.586046,1.070792,1.428814,1.075726,1.006203,1.126465,1.060352,0.749852,1.007083,0.863532,1.030273,0.88142,1.064009,1.342995,1.636095,1.444579,1.390993,1.579954,0.800429,0.525884,0.712441,0.456927,0.781519,1.557525*,1.851165*,3.010896*,3.601681*,3.038222*,1.592661*,1.859323*,1.710233*,1.941237*,1.789451*,1.037602*,0.932583*,1.108348*,0.745794*,1.052657*,1.428205,1.396616,1.140806,1.586935,1.403056,2.550069,1.82894,3.223688,2.183652,1.972433,1.435878,1.316314,1.353893,1.43565,1.542639,1.116224*,1.643299*,1.564205*,2.016677*,2.172072*,1.860563*,2.427333*,2.835998*,1.917706*,2.178798*,1.470454*,1.484031*,1.915955*,1.491263*,1.279218*
150,1.163601*,1.216763*,1.173905*,1.33762*,1.273945*,1.134369*,1.503609*,1.717986*,1.480161*,1.794336*,1.359099*,1.667372*,1.915914*,1.327821*,1.439197*,1.438953*,1.883433*,1.403387*,1.698731*,1.635189*,1.565063*,1.57071*,1.53268*,1.543541*,1.327765*,1.243925,1.240709,0.969713*,1.374017,1.041045*,1.241469*,1.551767,1.448138*,1.126094*,2.331953,2.434617,1.799239,1.958681,1.838996,1.655807,1.920088,2.274703,1.904484,1.804045,1.647839,1.217294,1.221382,1.556106,1.831138,1.665103,2.049989,1.491459*,0.979548*,1.047882*,1.017483*,1.541743*,2.96794*,2.606189*,1.534219*,1.926787*,1.906785*,1.942357*,1.72012*,1.569372*,1.573146*,1.372537*,1.188071,1.855661,1.810013,2.105931,2.427968,1.731595,1.958987,2.709055,1.794868,2.272916,1.583315,1.653816,1.816658,2.12602,1.359389,1.364831,1.099712,1.148976,1.177793,1.107885,2.492551,3.15378,1.432971,1.27864,1.375659,1.504169,0.899243,1.039835,0.755755,1.106164,1.835196*,1.950461*,3.060896*,4.210851*,2.736681*,1.632253*,1.850091*,1.710233*,2.130478*,1.725093*,1.631622*,1.544161*,1.58535*,1.22319*,1.91211*,1.903766,1.801782,1.620309,1.912251,1.813361,3.744875,3.512413,4.827853,4.412602,3.126429,2.450243,2.056964,1.853206,2.249452,2.298488,1.532072*,1.801504*,1.835213*,2.563322*,2.913227*,3.132999*,3.703765*,3.625549*,3.474836*,2.825312*,2.50857*,2.559842*,2.718986*,2.54509*,2.236766*
180,1.146271*,1.204653*,1.115257*,1.261759*,1.176206*,1.038276*,1.399842*,1.61735*,1.610531*,1.70571*,1.469548*,1.488985*,1.843191*,1.567721*,1.504711*,1.420994*,1.879501*,1.425497*,1.751*,1.668488*,1.49355*,1.58367*,1.638427*,1.509962*,1.243288*,1.179682,1.17738,0.804291*,1.454139,0.907382*,1.143259*,1.480038,1.267323*,1.034182*,2.173819,2.174985,1.615643,1.973334,1.620314,1.374748,1.742699,2.212162,1.902651,1.596888,1.517002,1.191104,1.18826,1.459121,1.710832,1.738585,1.916996,1.321185*,0.965582*,1.042671*,0.939546*,1.384392*,2.831753*,2.550643*,1.547934*,2.169078*,1.94666*,1.828899*,1.672572*,1.668733*,1.586147*,1.417964*,1.186339,1.798588,1.733117,1.83958,2.304725,1.709436,1.966003,2.766695,1.682799,2.116762,1.586711,1.609351,1.659765,2.053381,1.345229,1.328688,1.024324,1.135837,1.100332,1.086446,2.285006,3.225982,1.430861,1.276651,1.509118,1.370123,0.845751,1.054645,0.811763,1.114695,1.702777*,2.00933*,3.075027*,4.02417*,2.580842*,1.628653*,1.953489*,1.796955*,2.010422*,1.657596*,1.730328*,1.510748*,1.632351*,1.180071*,1.809375*,1.826792,1.586454,1.51975,1.781075,1.779758,3.70244,3.363916,4.699408,4.100842,3.067969,2.258792,1.938402,1.831045,2.196902,2.322483,1.419759*,1.737074*,1.816115*,2.451284*,2.562936*,2.914109*,3.461587*,3.652313*,2.867437*,2.709204*,2.392944*,2.410101*,2.697879*,2.687115*,2.279876*
210,1.139834*,1.206107*,1.112911*,1.205509*,1.137587*,1.022807*,1.491558*,1.529654*,1.617115*,1.696166*,1.546281*,1.567863*,1.816746*,1.582227*,1.549091*,1.444565*,1.744502*,1.477862*,1.723559*,1.670866*,1.453691*,1.546087*,1.685566*,1.564808*,1.217577*,1.180158,1.1612,0.825791*,1.342146,0.890306*,1.091712*,1.428514,1.292459*,1.026692*,2.133758,2.327576,1.707441,1.877273,1.594485,1.383913,1.723206,2.206802,1.807335,1.570822,1.47339,1.121964,1.158243,1.543078,1.653023,1.507851,1.985392,1.194001*,0.941984*,0.951673*,0.961062*,1.453388*,2.740179*,2.539534*,1.489152*,2.244072*,1.968411*,1.641446*,1.634813*,1.76129*,1.555417*,1.315213*,1.069149,1.740468,1.774522,1.960837,2.292179,1.622381,1.937942,2.674471,1.833393,2.04042,1.630849,1.729837,1.619853,2.10476,1.307897,1.204334,1.021688,1.081922,1.055587,1.023124,2.260826,3.064249,1.390763,1.254777,1.387978,1.245966,0.766236,1.07157,0.823106,1.214221,1.68236*,1.852584*,2.984808*,3.859947*,2.706273*,1.633153*,1.889789*,1.78788*,2.068415*,1.677218*,1.827844*,1.454662*,1.660298*,1.151031*,2.145182*,1.763536,1.587124,1.480549,1.852784,1.775632,3.479657,3.376038,4.749669,3.296128,3.189566,2.241095,1.982684,1.819965,2.227556,2.279544,1.373105*,1.78747*,1.809749*,2.354021*,2.769865*,2.861045*,2.968344*,3.051143*,2.650663*,2.770777*,2.334294*,2.394058*,2.72858*,2.728775*,2.334593*
240,1.120523*,1.196903*,1.043002*,1.196736*,1.113271*,0.977339*,1.41457*,1.468554*,1.649379*,1.651853*,1.489894*,1.570897*,1.703696*,1.471203*,1.502069*,1.399106*,1.738604*,1.481935*,1.677171*,1.735679*,1.372214*,1.435282*,1.619953*,1.584396*,1.248338*,1.089267,1.120059,0.846414*,1.375345,0.881473*,1.055357*,1.544695,1.405164*,0.972907*,1.999871,2.066805,1.67164,1.783653,1.550577,1.428974,1.702738,2.195187,1.777091,1.437062,1.43626,1.139249,1.169111,1.572753,1.649117,1.511525,2.244728,1.083497*,0.93476*,1.054697*,0.954847*,1.470761*,2.640387*,2.425111*,1.568508*,2.291184*,2.049069*,1.598899*,1.613137*,1.78647*,1.457908*,1.402281*,1.107827,1.703291,1.853108,1.692414,2.25159,1.729221,1.901989,2.387235,1.785237,2.001381,1.592935,1.567038,1.504936,2.233207,1.262198,1.105709,1.002183,1.043412,1.015654,1.018636,2.040184,3.033925,1.3475,1.311451,1.448548,1.269589,0.713829,1.010745,0.766744,1.250714,1.635109*,1.77953*,3.096766*,3.951182*,2.436406*,1.633153*,1.889789*,1.78788*,2.068415*,1.677218*,1.639352*,1.476738*,1.733341*,1.096031*,1.90521*,1.700281,1.495224,1.499297,1.798565,1.714911,3.449157,3.63212,4.24287,3.161565,3.244518,2.306253,1.796272,1.943927,2.247263,2.166514,1.380593*,1.71666*,1.765187*,2.402037*,2.8713*,2.725068*,2.898357*,2.823646*,2.656028*,2.676658*,2.157504*,2.336123*,2.72954*,2.432416*,2.461438*
