,Well,Plate,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Big,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
329,G12,Mat67-PD-SCP-02,Mut - PRO,0.262686,0.169737,40.0964,45.0513,17.0792,19.0856,1063.44,729.255,428.923,5223860.0,750.714,7.06354,9.18929,550.274,496.116,762129.0,398381.0,16919.4,6461.73,7163.28,10049.9,5537.49,1.35897,23433300.0,10967000.0,8871950.0,8070060.0,4363550.0,820.696,437.381,4544600.0,0.00415785,0.00374029,0.00408918,0.0037398,446.021,715.187,455.823,715.054,155405000.0,156999000.0,155517000.0,156954000.0,1.53749,1.64622,1.54969,1.64687,5.90489e-05,5.13554e-05,6.02349e-05,5.12265e-05,3.22869,3.29408,3.24072,3.29508,-0.329039,-0.297325,-0.321704,-0.296803,0.842467,0.819448,0.837134,0.819011,0.211181,0.182199,0.203321,0.181694,91.3206,92.3849,91.5902,92.3829,2.20927,2.20911,2.2067,2.20912,4693.21,4754.91,4705.27,4754.79,18139.8,18235.7,18171.1,18235.2,505.555,515.228,3041.18,2629.78,3610690.0,4656050.0,750.07,1157.06,-15.0168,2346.22,9.89544,-11.2594,1088.37,1344.58,251.019,798.81,1850.23,-12.6502,7.81459,326.904,9450150.0,12070.9,450.201,582.555,359.375,3897.82,905.781,710.451,0.90052,0.892718,0.995449,0.522107,0.512354,43.0,843.0,1538.0,1385.0,1373.0,1531.0,803.0,788.0,0.354053,0.645947,2688.68
330,G13,Mat67-PD-SCP-02,Mut - DMSO,0.329617,0.287843,43.6961,44.3534,31.3491,31.8204,1177.7,738.921,403.624,5358710.0,756.493,5.48546,9.35531,540.692,527.68,613685.0,328217.0,16852.1,6794.36,7252.08,9926.21,5807.95,1.5164,19127100.0,9362430.0,7630060.0,6174110.0,3560280.0,842.338,421.079,4892260.0,0.00449897,0.00406896,0.00442001,0.00403927,396.741,645.35,408.894,647.479,152497000.0,154556000.0,152603000.0,154584000.0,1.50432,1.61271,1.51676,1.61475,6.28178e-05,5.47858e-05,6.40258e-05,5.45509e-05,3.18772,3.25308,3.19975,3.25527,-0.339335,-0.307634,-0.332005,-0.306428,0.848889,0.827248,0.843881,0.82662,0.224133,0.194862,0.216194,0.194119,89.084,90.1339,89.3685,90.1332,2.19785,2.19829,2.19481,2.19861,4671.28,4733.26,4684.98,4733.2,18088.5,18195.8,18125.3,18194.4,473.236,477.92,2901.77,2712.97,3046670.0,3746180.0,773.279,1277.96,-17.6446,2524.55,9.81701,-13.3357,1145.46,1438.93,251.057,845.209,1987.37,-14.8503,9.97851,353.658,10303700.0,13126.3,478.019,572.477,357.476,3558.49,774.789,557.248,0.876448,0.867181,0.996911,0.480309,0.473359,26.0,861.0,1295.0,1135.0,1123.0,1291.0,622.0,613.0,0.399351,0.600649,2659.87
331,G14,Mat67-PD-SCP-02,WT - DMSO,0.295717,0.0945561,41.6625,39.3991,9.91662,9.36209,1169.92,692.551,404.645,3601930.0,683.375,4.45205,9.64487,477.702,533.85,592828.0,359281.0,15431.8,4892.86,5200.96,9862.23,4658.69,1.03043,19150800.0,6839260.0,5983970.0,6637280.0,3037470.0,706.547,396.474,3291580.0,0.00418746,0.00380605,0.00410382,0.00380673,432.798,691.65,444.632,694.071,133911000.0,136753000.0,133208000.0,136712000.0,1.52358,1.62868,1.53799,1.62979,6.17455e-05,5.42844e-05,6.27193e-05,5.41449e-05,3.19182,3.25437,3.20472,3.25552,-0.339423,-0.309775,-0.331128,-0.309247,0.850221,0.830592,0.844675,0.830262,0.21913,0.191169,0.210363,0.191016,91.8389,93.0416,92.0297,93.0418,2.1967,2.19817,2.19357,2.19826,4878.88,4950.52,4885.65,4950.55,18889.3,19030.1,18899.9,19029.0,419.256,418.922,1246.17,1220.61,1492810.0,1638710.0,672.566,978.001,-10.2775,1977.83,10.6774,-8.84821,919.891,1146.18,251.006,703.243,1563.63,-9.7653,7.23621,254.595,5462980.0,7817.62,513.515,630.251,381.519,3168.25,386.26,548.71,0.940152,0.926515,0.996212,0.509848,0.493939,27.0,724.0,1320.0,1241.0,1223.0,1315.0,673.0,652.0,0.354207,0.645793,2940.19
349,H12,Mat67-PD-SCP-02,Mut - PRO,0.24819,0.213257,40.9811,45.927,22.0183,24.4679,1022.28,719.911,428.306,4518590.0,747.075,5.80186,7.42167,471.108,409.147,708547.0,347366.0,15582.4,5654.13,6276.6,9219.55,4971.09,1.32951,23435900.0,10406600.0,8402030.0,7827400.0,4150860.0,819.25,430.202,4072570.0,0.00395071,0.00356034,0.00386572,0.00355328,440.816,706.587,450.34,700.643,153699000.0,155390000.0,153761000.0,155434000.0,1.54139,1.65112,1.55335,1.64924,5.84998e-05,5.07472e-05,5.97528e-05,5.0891e-05,3.24267,3.30897,3.25411,3.30809,-0.331425,-0.299545,-0.324306,-0.299968,0.8458,0.823193,0.840897,0.823552,0.210068,0.180733,0.202094,0.181035,92.6179,93.6961,92.8589,93.6953,2.22039,2.22044,2.21784,2.22039,4746.45,4808.4,4756.0,4808.34,18348.6,18446.2,18369.3,18449.0,493.792,513.111,2450.07,2027.78,3013290.0,4062220.0,722.127,1106.01,-14.4989,2287.24,10.7303,-10.2379,1043.41,1311.96,251.775,784.012,1803.26,-11.5493,10.7757,311.032,8229600.0,11043.3,442.241,574.297,409.653,3430.12,734.486,609.065,0.906024,0.895181,0.998795,0.511446,0.503012,35.0,749.0,1660.0,1504.0,1486.0,1658.0,849.0,835.0,0.310917,0.689083,2788.63
350,H13,Mat67-PD-SCP-02,Mut - DMSO,0.320505,0.31436,41.6315,42.7642,32.5419,33.5551,1204.3,733.457,413.118,4751070.0,751.716,4.70455,6.54622,493.62,418.605,542982.0,298884.0,15169.1,6091.25,6477.64,8576.94,4867.81,1.29258,16686000.0,7915670.0,6596830.0,6123930.0,3422070.0,829.881,421.018,4039700.0,0.00514393,0.00465952,0.00502709,0.00464396,411.984,667.62,419.397,666.288,159217000.0,161335000.0,159337000.0,161391000.0,1.51185,1.62118,1.52419,1.62201,6.14056e-05,5.35903e-05,6.26336e-05,5.34273e-05,3.20118,3.26745,3.21302,3.26803,-0.339964,-0.308014,-0.332862,-0.307655,0.849436,0.827742,0.844671,0.827515,0.222514,0.193042,0.214733,0.192749,91.6701,92.7435,91.9314,92.7424,2.20479,2.2055,2.20225,2.20554,4824.59,4888.75,4836.36,4888.64,18681.5,18793.8,18712.9,18794.1,472.028,481.64,2767.07,2616.0,2833120.0,3381360.0,761.78,1236.1,-16.0792,2579.28,10.2702,-12.8062,1176.64,1467.21,251.004,859.517,2028.92,-13.9668,8.94535,376.197,8417580.0,10876.5,492.181,574.648,364.068,3008.11,591.175,529.543,0.898693,0.884804,0.998366,0.583333,0.574346,21.0,606.0,1224.0,1100.0,1083.0,1222.0,714.0,703.0,0.331148,0.668852,2648.08
351,H14,Mat67-PD-SCP-02,WT - DMSO,0.25456,0.209358,42.0021,49.3648,22.2357,25.9255,1273.09,709.857,402.565,3557230.0,703.502,4.84926,7.83284,503.112,484.791,610778.0,327719.0,15360.9,4671.4,5011.19,9276.94,4373.08,1.01563,18648100.0,6369220.0,5582320.0,6271210.0,2842510.0,756.12,402.409,3306580.0,0.0052475,0.00480342,0.0051375,0.00479594,426.378,685.173,436.078,679.752,133909000.0,136259000.0,132932000.0,136373000.0,1.50851,1.61361,1.52206,1.61224,6.34717e-05,5.59081e-05,6.44771e-05,5.59697e-05,3.16372,3.2265,3.17626,3.22608,-0.341705,-0.311835,-0.333773,-0.311942,0.849624,0.829956,0.844376,0.830105,0.227239,0.199417,0.218574,0.199515,89.4225,90.5683,89.6517,90.5684,2.18141,2.1831,2.1786,2.18321,4683.59,4750.88,4694.24,4750.85,18123.9,18247.9,18151.2,18250.5,499.103,502.336,1055.07,1022.8,1222240.0,1340990.0,701.978,940.512,-7.17512,2116.7,10.9447,-7.2264,970.208,1222.47,251.002,739.157,1673.07,-8.03421,8.0366,272.447,5132940.0,6874.53,530.314,654.804,347.797,3324.09,309.357,524.575,0.950666,0.935787,0.995301,0.529366,0.509005,23.0,691.0,1277.0,1214.0,1195.0,1271.0,676.0,650.0,0.351118,0.648882,2892.36
369,I12,Mat67-PD-SCP-02,Mut - PRO,0.260669,0.0561413,41.4545,48.0506,5.85713,6.76015,995.162,681.947,532.161,4368590.0,699.562,4.80631,7.13518,438.932,448.332,514428.0,275276.0,14827.5,5694.69,6406.06,10202.0,5079.12,1.32539,17377800.0,8302260.0,6605840.0,6264030.0,3037320.0,722.252,510.355,3668410.0,0.00378873,0.00340582,0.00370284,0.00340194,441.396,706.265,450.685,705.307,156619000.0,158640000.0,156273000.0,158613000.0,1.53801,1.6455,1.55075,1.64522,5.94251e-05,5.18625e-05,6.06842e-05,5.1919e-05,3.23394,3.29839,3.24615,3.29848,-0.332091,-0.301113,-0.324666,-0.30109,0.846281,0.824754,0.841228,0.824745,0.210788,0.182286,0.202445,0.182426,92.4975,93.6252,92.7583,93.6254,2.21577,2.2163,2.21314,2.21625,4775.18,4841.13,4786.95,4841.12,18463.5,18577.7,18493.6,18578.2,465.484,489.983,2459.97,2076.01,2408170.0,3188120.0,695.937,1000.42,-10.8949,2202.45,10.6104,-8.84083,1023.38,1266.7,251.0,761.498,1737.93,-9.96459,9.01189,314.254,7404400.0,10267.4,445.133,540.071,511.126,3002.39,702.665,829.368,0.902232,0.892995,0.997691,0.472671,0.460354,39.0,682.0,1299.0,1172.0,1160.0,1296.0,614.0,598.0,0.344271,0.655729,2796.96
370,I13,Mat67-PD-SCP-02,Mut - DMSO,0.342392,0.131591,33.1156,40.014,11.11,13.1962,1186.51,696.864,429.566,5063160.0,714.896,4.69658,7.92658,510.612,533.967,432488.0,210917.0,15636.1,6501.18,7265.64,10132.0,5672.57,1.69562,13243800.0,6786110.0,5474000.0,4002130.0,2189610.0,766.655,430.707,4348910.0,0.00501432,0.00456462,0.00492648,0.00456486,404.831,664.424,420.39,655.209,154852000.0,156267000.0,154316000.0,156384000.0,1.50796,1.61797,1.5218,1.61539,6.26442e-05,5.46048e-05,6.37634e-05,5.47467e-05,3.18706,3.25289,3.19945,3.25198,-0.340994,-0.309243,-0.333299,-0.309649,0.849923,0.828531,0.84467,0.828759,0.224332,0.19507,0.216168,0.195587,90.9487,91.9949,91.1595,91.9947,2.19726,2.19821,2.19435,2.1983,4829.6,4890.9,4836.13,4890.88,18710.0,18807.9,18715.5,18812.3,442.125,457.136,3164.81,2779.04,2339950.0,2955940.0,767.344,1197.58,-15.8519,2329.74,9.42817,-12.3719,1105.62,1330.58,251.028,794.739,1832.47,-13.8818,8.35159,338.946,9326700.0,12865.7,502.107,522.793,359.001,3100.58,735.715,660.757,0.902023,0.896699,0.994675,0.42066,0.411076,18.0,571.0,939.0,847.0,842.0,934.0,395.0,386.0,0.378146,0.621854,2667.22
371,I14,Mat67-PD-SCP-02,WT - DMSO,0.313786,0.214286,43.5936,55.5954,23.7268,29.8384,1109.45,649.407,378.92,3107590.0,641.96,3.88061,9.2961,404.636,577.177,504986.0,222213.0,14492.9,4580.28,4785.28,9840.79,4541.25,1.68616,18087200.0,6388350.0,5620010.0,3788710.0,1643930.0,638.718,390.937,2900580.0,0.00408314,0.00372957,0.00400099,0.00372789,431.555,681.748,435.049,683.09,130695000.0,133164000.0,129892000.0,133127000.0,1.52085,1.62306,1.53101,1.62298,6.24482e-05,5.51397e-05,6.39155e-05,5.5136e-05,3.18397,3.24511,3.19486,3.24582,-0.334658,-0.305328,-0.327206,-0.304989,0.846088,0.826148,0.840962,0.825961,0.218995,0.191928,0.211104,0.192007,88.7358,89.8639,88.9194,89.8643,2.18686,2.18797,2.18348,2.18811,4582.62,4647.76,4588.65,4647.77,17719.6,17840.0,17732.3,17839.4,410.652,411.461,1147.22,1140.59,1399500.0,1531550.0,639.614,805.018,-5.78023,1942.01,11.7728,-5.4747,875.05,1126.49,251.0,693.761,1535.19,-6.0528,10.0973,247.164,4583910.0,6858.6,485.071,572.68,346.824,2775.14,324.404,463.597,0.932039,0.916355,0.997013,0.287528,0.270351,19.0,605.0,1339.0,1248.0,1227.0,1335.0,385.0,362.0,0.311214,0.688786,2882.07
389,J12,Mat67-PD-SCP-02,Mut - PRO,0.357631,0.143729,44.7239,51.9292,16.3143,18.7621,947.457,690.902,464.885,4069930.0,704.045,5.05896,7.83887,442.621,466.573,578063.0,280877.0,15069.5,5328.68,5890.76,9934.23,4881.21,1.36227,19680800.0,8146920.0,6905970.0,5980410.0,2870150.0,728.375,471.035,3555350.0,0.00378345,0.00340892,0.00368977,0.00339635,445.061,704.734,452.895,710.584,151148000.0,153255000.0,150364000.0,153228000.0,1.54383,1.64887,1.55525,1.65237,5.84706e-05,5.11858e-05,5.97995e-05,5.07719e-05,3.23897,3.3017,3.25058,3.30471,-0.335712,-0.306215,-0.32852,-0.304621,0.850004,0.830168,0.845199,0.829002,0.210392,0.182729,0.202398,0.181647,94.0444,95.2219,94.291,95.2226,2.22268,2.22361,2.22007,2.22381,4933.05,5002.4,4943.95,5002.48,19086.5,19216.4,19113.7,19213.8,421.798,428.987,1927.26,1657.4,2147990.0,2665400.0,703.487,1050.83,-12.144,2088.61,10.3302,-9.78274,976.827,1204.0,251.0,732.0,1648.0,-10.9022,8.70083,289.752,6297700.0,8552.04,435.729,528.222,453.187,3185.26,605.456,859.64,0.94296,0.93574,0.998556,0.434657,0.424549,44.0,564.0,1385.0,1306.0,1296.0,1383.0,602.0,588.0,0.289379,0.710621,2878.97
390,J13,Mat67-PD-SCP-02,Mut - DMSO,0.343258,0.138093,50.8848,50.9935,17.5576,17.6108,1085.16,723.862,476.971,4732810.0,746.302,4.78128,7.25296,440.787,459.941,475609.0,232730.0,15067.8,5997.63,6538.27,9110.99,5035.74,1.67493,16258200.0,7721690.0,6387470.0,4610160.0,2477580.0,804.48,436.263,4051150.0,0.00450698,0.00406037,0.00439357,0.00406211,420.663,684.467,436.044,679.085,163137000.0,165194000.0,162984000.0,165226000.0,1.5231,1.63462,1.53886,1.63258,6.04891e-05,5.24541e-05,6.14575e-05,5.27159e-05,3.21705,3.28429,3.2307,3.2834,-0.337481,-0.305278,-0.329391,-0.305753,0.84895,0.82683,0.843483,0.827239,0.218161,0.188372,0.209353,0.18885,92.9407,94.0485,93.1846,94.0467,2.21177,2.21251,2.20903,2.21242,4887.73,4954.31,4897.75,4954.13,18923.2,19041.1,18943.9,19043.1,486.05,499.698,2770.13,2478.14,2639220.0,3271530.0,782.128,1221.0,-15.1661,2483.25,10.0856,-12.239,1160.39,1416.27,251.003,834.542,1954.93,-13.3579,7.87535,360.407,10663700.0,13686.1,462.581,554.041,500.973,2969.81,678.262,661.87,0.909014,0.89722,0.994945,0.426285,0.41449,24.0,568.0,1187.0,1079.0,1065.0,1181.0,506.0,492.0,0.323647,0.676353,2677.63
391,J14,Mat67-PD-SCP-02,WT - DMSO,0.319468,0.0825909,43.0161,43.2935,8.98352,8.97439,1183.66,667.767,430.118,3171460.0,655.571,4.15393,8.94167,471.272,575.353,450065.0,207127.0,15069.5,4549.22,4749.35,9739.0,4416.79,1.38849,14391400.0,4868090.0,4271720.0,3506040.0,1510540.0,662.066,439.779,2924210.0,0.00408468,0.00373528,0.00399901,0.00372492,434.495,694.842,444.95,693.588,118499000.0,120617000.0,117937000.0,120624000.0,1.5235,1.62691,1.53651,1.62646,6.20555e-05,5.4684e-05,6.30986e-05,5.46935e-05,3.18341,3.24474,3.19574,3.24506,-0.340258,-0.311371,-0.332376,-0.311138,0.850543,0.831576,0.845346,0.831466,0.219762,0.192926,0.211551,0.192979,90.0889,91.2592,90.3332,91.2602,2.19229,2.19413,2.18933,2.19432,4738.06,4806.58,4748.5,4806.65,18335.2,18463.0,18361.0,18463.9,423.608,407.983,987.605,982.776,922827.0,1012300.0,645.536,853.677,-7.15644,1819.22,10.6373,-6.60892,853.314,1063.11,251.007,661.825,1442.33,-7.27564,7.00811,233.507,4604540.0,6814.06,518.823,649.039,332.528,2994.57,263.041,501.869,0.928086,0.912536,0.996113,0.349854,0.332362,5.0,482.0,1029.0,955.0,939.0,1025.0,360.0,342.0,0.318994,0.681006,2914.98
409,K12,Mat67-PD-SCP-02,Mut - PRO,0.284326,0.170974,40.2093,43.8695,17.2521,18.7112,988.046,684.514,426.186,4447800.0,695.171,6.00704,6.7138,506.742,426.077,647616.0,250107.0,15961.5,5748.35,6497.75,9235.39,4972.04,1.66724,20398800.0,9038380.0,7283160.0,5421180.0,2809210.0,749.202,430.051,3725070.0,0.00397333,0.00357892,0.00387502,0.00357013,437.125,695.405,445.478,699.932,147339000.0,148940000.0,146842000.0,148905000.0,1.53743,1.64421,1.54926,1.64564,5.91251e-05,5.14279e-05,6.03639e-05,5.13743e-05,3.23195,3.29683,3.24424,3.29753,-0.334693,-0.303777,-0.327348,-0.303408,0.848439,0.827167,0.84347,0.826932,0.211932,0.183467,0.20389,0.183211,92.4684,93.6112,92.7578,93.6109,2.21692,2.21758,2.21457,2.21768,4802.22,4869.57,4816.65,4869.56,18575.1,18698.6,18616.6,18696.3,444.873,457.45,2447.92,2045.3,2591390.0,3405060.0,698.837,1077.48,-12.7276,2165.38,10.1323,-9.93309,1003.67,1247.29,251.009,751.84,1709.59,-11.2925,7.59067,305.301,8072420.0,11227.9,452.336,565.82,394.591,3541.69,752.214,709.695,0.915473,0.907593,0.996418,0.420487,0.404728,40.0,790.0,1396.0,1278.0,1267.0,1391.0,587.0,565.0,0.361391,0.638609,2788.26
410,K13,Mat67-PD-SCP-02,Mut - DMSO,0.343412,0.340232,42.7241,41.9069,36.2678,35.4514,1121.54,706.235,384.004,5350840.0,715.723,5.71683,9.14894,538.119,557.47,543500.0,235810.0,17311.8,7032.32,7576.57,10173.3,5977.59,2.03177,17484900.0,8743360.0,7025290.0,4303320.0,2468750.0,774.779,397.597,4631310.0,0.00567315,0.00515838,0.00556327,0.00517329,412.914,674.319,425.56,665.314,147424000.0,149571000.0,147649000.0,149622000.0,1.51176,1.62143,1.52511,1.61927,6.14631e-05,5.35605e-05,6.2652e-05,5.371e-05,3.18901,3.25497,3.20197,3.2547,-0.337695,-0.305751,-0.330035,-0.305888,0.847073,0.825198,0.841918,0.825247,0.22285,0.193447,0.214431,0.193717,89.7718,90.843,90.0521,90.8409,2.19471,2.19591,2.1923,2.19576,4687.17,4749.78,4699.96,4749.67,18141.2,18244.3,18173.9,18248.3,446.026,456.767,3002.35,2824.02,2821190.0,3464720.0,772.584,1260.88,-16.9507,2424.42,9.35606,-13.4652,1141.01,1386.07,251.006,819.281,1910.63,-14.9823,6.75597,354.62,10799800.0,14408.5,476.032,545.688,361.398,3576.52,866.646,616.437,0.872947,0.86344,0.997407,0.365601,0.356958,19.0,829.0,1157.0,1010.0,999.0,1154.0,423.0,413.0,0.417422,0.582578,2706.25
411,K14,Mat67-PD-SCP-02,WT - DMSO,0.301716,0.332919,48.8386,46.4176,40.9072,38.7336,1125.32,669.222,381.735,3256110.0,655.539,4.133,9.26439,438.788,578.279,527862.0,271213.0,14102.7,4567.19,4865.51,9817.22,4646.23,1.36847,16965600.0,6300840.0,5444100.0,4604280.0,2039700.0,665.831,379.994,3093610.0,0.00411557,0.00375464,0.00402565,0.00375233,429.739,687.439,441.166,686.072,130771000.0,132794000.0,129414000.0,132793000.0,1.52017,1.62395,1.53356,1.62407,6.25676e-05,5.51668e-05,6.36971e-05,5.5109e-05,3.18378,3.24554,3.19615,3.24546,-0.337583,-0.308085,-0.329492,-0.308074,0.848452,0.828801,0.843037,0.828775,0.21988,0.192522,0.21125,0.19243,90.0585,91.1852,90.235,91.1843,2.18951,2.19096,2.18654,2.19114,4710.22,4776.23,4716.17,4776.17,18225.6,18344.5,18232.9,18345.0,413.535,415.549,1065.03,1048.91,1250310.0,1379220.0,645.607,856.212,-7.21657,1879.38,11.0573,-6.44123,871.901,1095.76,251.003,677.371,1489.33,-7.11684,7.7199,239.553,5043340.0,7506.59,511.925,617.314,325.562,3009.11,362.214,567.192,0.922546,0.91411,0.993098,0.359663,0.336656,23.0,705.0,1304.0,1203.0,1192.0,1295.0,469.0,439.0,0.350921,0.649079,2874.1
429,L12,Mat67-PD-SCP-02,Mut - PRO,0.252376,0.19006,49.8498,46.662,23.7416,22.1878,1030.63,715.558,442.646,4249780.0,741.885,5.78037,6.47692,475.999,405.541,693530.0,289962.0,15599.6,5396.13,5939.12,9095.43,4674.8,1.44386,22728600.0,9389740.0,7792010.0,6503230.0,3281710.0,831.503,450.605,3887110.0,0.00427391,0.00385097,0.00417803,0.00385632,448.472,719.403,457.36,714.438,146636000.0,148965000.0,146846000.0,148994000.0,1.53942,1.64877,1.55284,1.64745,5.87865e-05,5.10315e-05,5.99455e-05,5.11582e-05,3.22763,3.29337,3.24011,3.29312,-0.334573,-0.303322,-0.326892,-0.303479,0.847577,0.825982,0.842318,0.825984,0.213714,0.184785,0.205254,0.184941,92.5054,93.6436,92.7534,93.6451,2.21396,2.21456,2.21117,2.21462,4799.05,4864.95,4809.41,4865.06,18557.5,18669.0,18582.8,18671.9,482.537,508.386,2214.14,1862.56,2689530.0,3500560.0,754.132,1121.31,-11.477,2387.22,10.0279,-10.2039,1110.62,1368.07,251.0,809.57,1883.67,-11.4274,7.82271,338.446,7183380.0,9070.62,453.134,524.563,452.761,3474.28,599.315,672.89,0.918084,0.909893,0.996219,0.450536,0.442344,36.0,603.0,1587.0,1457.0,1444.0,1581.0,715.0,702.0,0.275342,0.724658,2778.63
