Plate,Well,mahalanobis_from_neg,tags,SC_cat,SC_Batch,SC_name,SC_Target_name,final_conc,Destination Plate Barcode,Nuclei_Number_Living,Cell_Neurites_LengthPerNuclei_MAP2,mahalanobis_from_pos,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
PD-SCD-01,K19,7.544721841,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,2.51E-06,PD-SCD-01,531,1.0106583,4.198779634,0.570165,0.5446314,1.2808613,2.4390016,0.2245172,0.73120254,2.296522,2.4234726,0.29633528,0.41209334,-0.058905173,3.65385,0.1281517,-0.5537908,1.3279027,1.7677383,3.3421655,2.7215648,2.9745762,4.688638,2.6206255,0.26390752,-0.04299192,1.1738956,2.1459796,-0.2754529,-0.8210972,1.5527446,1.8522118,0.9571106,1.6191376,-1.3565065,1.4751594,-1.0818423,1.1582261,1.4637511,-2.5683286,1.4511763,1.470291,-1.0661151,1.0099552,2.3705416,3.4813986,-0.02696559,-0.59533346,0.04224128,1.2703681,-9.008108,-8.228436,-12.943506,-1.9211159,2.988903,-2.9889002,-2.9355721
PD-SCD-01,N08,4.155022542,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,1.03E-07,PD-SCD-01,1070,-2.031334,7.214904997,1.238426,1.1785519,1.282832,-1.2986257,1.8825366,3.4560845,-1.0288975,-0.48384756,-1.8113292,0.2942554,-0.22483785,3.3371663,0.4755093,-0.12366788,3.9916523,0.723676,1.182844,4.070348,2.8643913,1.7793694,3.6109786,5.2312984,0.55923927,-1.032054,4.173813,-0.54262197,-0.59565103,1.8458605,2.8008392,1.6402069,1.2866349,0.056760535,2.7711325,0.24921605,1.7903273,2.7792902,3.372158,2.8098285,2.7743943,0.28553307,1.5093809,6.945775,7.4372573,-0.34281504,-1.6270641,-0.9355357,3.0256214,-6.7995715,-6.142543,-1.7401291,-4.23384,0.7000046,-0.7000041,-2.3091047
PD-SCD-01,N22,7.421459452,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,1.01E-05,PD-SCD-01,510,9.2528925,10.04981259,2.4634757,2.448224,-2.5518234,-1.4999129,-6.850531,-5.68783,-3.5072172,-2.9121962,1.9896804,1.8348249,-3.5287492,19.757689,7.6296535,11.587044,10.323067,9.5019045,5.57926,19.814917,12.54217,8.12767,32.167576,2.435627,1.7115452,2.1003397,43.66775,16.65594,28.082273,-2.8514512,-1.0585878,-3.5389876,-3.1123424,0.15050359,0.23768081,0.69681424,-1.4078352,0.1727418,-2.6126568,0.22495921,0.20029564,0.62894213,0.52690357,-4.3371124,-2.213296,0.090747446,0.80242866,-7.4434233,-1.8803623,-94.76134,-81.03777,-178.1668,-22.882757,7.471527,-7.4715214,-15.616001
PD-SCD-01,M15,2.132825735,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,3.08E-07,PD-SCD-01,1014,-1.76103,10.01751375,0.5013725,0.46725905,1.2253257,0.68194664,5.9553213,5.2576017,2.8993282,2.5107067,-1.7498249,0.6434055,-1.6744704,5.6180363,0.84121066,0.5868292,6.2415133,2.29769,1.5378716,4.7169356,4.171865,2.0989623,4.1473713,7.103566,0.96569484,-2.388177,5.431547,-0.35785294,-0.44347996,3.462389,4.049843,2.3635743,2.6344056,-0.7050425,3.3723881,-0.5283223,2.6650484,3.3626876,4.2204003,3.414264,3.3604057,-0.49947423,2.141776,9.826249,9.615832,-0.056076616,0.5797486,-0.5242154,4.129454,-4.8398266,-3.5931268,-0.5073866,-4.3902426,1.5139099,-1.5139083,-3.0409842
PD-SCD-01,D05,6.32475041,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,5.03E-06,PD-SCD-01,672,3.9384816,8.897948441,1.1170262,1.1226337,-1.0384122,-1.149971,-3.430608,-3.545811,-2.3837473,-2.1158128,0.767899,1.848341,-0.19062862,10.112633,3.4394846,0.55135775,3.246654,4.894365,-1.1054688,4.880194,5.9586024,2.8649218,6.4348836,8.467922,1.6671654,3.450083,9.48725,4.031469,5.0763383,-1.8251721,-0.42388004,-0.29142934,0.39398506,-0.44629917,1.243619,-1.072306,0.49528253,1.2593001,7.4553437,1.3079715,1.2445942,-1.0893377,1.2009434,-1.4433078,-0.22248109,0.14053005,0.4258534,-3.5149362,0.55601186,-70.232735,-57.91939,-105.51041,-14.848564,5.987797,-5.9877934,-12.718726
PD-SCD-01,G03,1.783430038,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,1.03E-06,PD-SCD-01,1028,-0.97384447,10.81274932,-0.8000418,-0.82438487,-0.96777874,-0.8064256,-1.2288392,0.9975594,-1.3263867,-0.58521,-3.5206835,0.6893442,-3.3128974,12.475372,1.5206442,1.4242225,10.002661,5.459594,1.016413,9.357213,9.140408,4.275531,7.976197,12.6934805,1.8274666,-3.0762005,11.81136,0.39574528,0.75851727,7.2423286,7.387131,0.35998031,0.7078498,0.5794626,2.7972867,0.73972577,2.0630715,2.8553243,27.782701,3.0727847,2.8097112,0.76305467,2.241792,14.783403,14.732636,0.08476386,-3.0493684,0.4361172,10.479227,-11.165554,-9.032704,-2.2333603,-5.2986116,2.5872118,-2.5872107,-1.6405596
PD-SCD-02,K04,2.490909725,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,1.03E-07,PD-SCD-02,960,-2.884733,10.59199329,-1.6571047,-1.6474184,1.7634661,1.0555286,1.0023963,2.566763,1.5006049,1.8494661,-2.367838,0.39020017,-0.7466916,7.403603,0.59000355,1.405725,4.128092,1.3812726,2.2335272,9.140238,7.9328613,0.8087761,8.892374,8.748135,0.71210474,-1.1919838,6.7132454,0.026762594,0.05954531,7.081425,7.925538,3.3853824,3.8149984,-2.1877463,4.5797157,-2.37354,3.59901,4.6523013,28.302576,4.691863,4.617363,-2.4552054,3.5108972,15.661895,16.03941,-0.16454348,-0.10940183,-0.50468963,6.7619658,-4.8607354,-4.2133613,-0.6628444,-2.35704,1.7721395,-1.7721397,-3.5559833
PD-SCD-02,I04,0.130235908,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,1.01E-05,PD-SCD-02,1108,-3.5511384,13.04677573,-1.2263354,-1.2888141,-0.8587522,-0.2969173,-1.0248792,1.2502797,-0.3060285,0.13446496,-3.8397946,1.5937754,-0.6255854,12.685901,2.0511672,3.0963068,5.831788,1.8980151,2.8866763,12.202221,11.746455,2.4613037,11.435183,7.9038234,2.488224,-2.512141,11.119473,0.7785338,0.85245043,12.722496,12.369267,2.5942461,3.2118666,0.049639903,5.3102818,0.09501312,5.3058305,5.39048,39.501472,5.4682293,5.3489122,0.08340835,4.9239497,23.884586,24.368649,-0.9346848,-0.6966112,2.0779283,13.13443,-0.11971408,0.031688686,1.4751029,-0.6036875,0.10975541,-0.10975543,-2.5852137
PD-SCD-02,J05,0.949004837,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,3.08E-07,PD-SCD-02,903,-4.437493,11.90396241,-0.93003553,-0.8929363,-0.90917754,-1.9913558,-0.34703162,1.3856946,-1.5839915,-1.411791,-2.8590791,3.5027795,0.9147866,10.920547,3.288038,-0.6488572,4.463724,1.3512135,2.3749828,8.096991,7.1370263,3.6481814,9.782922,3.8570595,3.4258225,-2.0534868,11.229034,1.8478208,1.5808111,6.9288573,7.260644,4.895991,3.2728562,-0.17485963,4.82877,-0.20752557,5.0305667,4.885896,68.70433,5.1018367,4.8380203,-0.18842745,5.4658732,21.703854,15.944538,2.9430783,0.48637742,-1.914056,5.037394,-4.1015787,-3.2525814,-0.02099702,-0.7997106,0.9255661,-0.92556685,-2.7787173
PD-SCD-02,N03,1.929993201,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,1.03E-06,PD-SCD-02,1022,-6.5811014,11.07761044,-0.66077197,-0.6415721,-1.5298085,-0.79020643,1.853299,-1.0549052,-0.13407786,-0.71519595,-1.8601028,1.8774548,-0.71647924,8.898521,2.1033266,-1.5860274,7.1763425,3.5528398,2.2572393,8.93403,7.3279343,1.7700149,9.547215,10.152984,3.1780884,-2.940344,10.687828,1.2627664,1.2999678,7.809374,8.460943,2.733913,2.996361,-1.7367575,4.054627,-2.036822,3.018008,4.0860057,13.686015,4.1102366,4.070574,-2.1042025,3.2725902,17.342388,17.27956,0.17311615,1.2339147,-4.995939,3.5782504,0.5057855,-0.5975965,-1.586079,-3.5825658,-1.0564114,1.0564115,-1.6248622
PD-SCD-02,N11,0.68593544,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,5.03E-06,PD-SCD-02,1059,-5.879879,14.29154682,-0.486742,-0.50356823,2.0731175,-0.14382699,4.8308773,2.301155,1.2979566,0.5822289,-2.447365,0.58498436,3.7239454,7.7935452,0.8527778,-0.6228432,6.5617657,2.6060736,2.4914165,8.995607,8.064783,1.441857,10.073445,10.609964,1.3104056,1.143524,8.38269,-0.015475273,0.004923819,6.9114113,7.466692,3.8668892,5.4055066,-3.4739068,6.368388,-3.327109,5.387506,6.477843,17.546019,6.4315586,6.4348674,-3.4065099,5.5435348,19.271082,18.73856,-0.24481152,4.855424,-2.9958084,6.0407295,-1.783947,-1.7903433,-0.3668136,-3.5817583,1.4755605,-1.4755601,-3.3069153
PD-SCD-02,E05,11.4321136,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,2.51E-06,PD-SCD-02,483,6.743703,4.098403355,-0.5413271,-0.46844873,0.69906837,1.9609091,-0.27714664,-0.45624048,1.7711323,1.4988339,3.9805713,0.90822744,2.4044445,6.972287,0.6093197,-0.6434208,-2.996648,0.18704943,2.838923,6.8368974,6.6671257,2.92791,6.8617086,2.8364964,0.2453018,3.7525537,4.723515,0.1453181,-0.03591486,1.5367281,2.1557608,1.1891807,1.5719265,-0.9705905,1.2898657,-1.5462191,1.0571159,1.3461869,-0.267034,1.2884854,1.3277515,-1.6202298,1.4268042,5.0140114,5.170683,1.4799055,1.1814536,-0.75878394,3.1466548,-14.433957,-14.922164,-11.657932,-1.1129667,4.7166123,-4.7166133,-5.102487
PD-SCD-03,J22,1.570678364,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,1.01E-05,PD-SCD-03,820,0.26212212,11.43614201,-1.9013736,-1.8549846,0.6281413,-2.8998857,0.8394902,0.27428064,-1.568177,-2.325917,-2.9383123,1.377739,1.9469917,6.4048147,1.6971909,2.87363,3.940477,2.1239865,6.8076434,8.926244,9.641704,2.9260933,6.139433,9.64147,2.3901732,1.2288527,6.681124,0.105855785,0.22830811,11.346119,11.097447,7.1579895,7.0850196,-2.5483253,7.2368493,-2.3204637,8.177217,7.2333603,17.135612,7.4971886,7.214734,-2.2746897,5.8403473,14.864663,15.535073,-1.0992466,0.43512055,4.6009727,10.784006,-0.46694383,-0.47001818,-0.064293906,-1.5981746,-0.33136582,0.33136663,-3.3069103
PD-SCD-03,J11,1.699778864,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,2.51E-06,PD-SCD-03,1106,-3.1776733,10.81374304,-2.4702523,-2.4659247,1.2911147,-0.04774724,0.36854458,0.30513588,0.18182474,-0.049795117,-2.7558963,-0.45354363,-2.146038,5.3639684,-0.2553768,-0.9313225,6.499581,3.083242,2.1609807,10.899368,11.892922,2.9573474,8.731923,17.934103,0.28179395,-2.1079981,5.921299,-0.26136705,-0.18674044,12.772317,12.641341,2.5558486,2.5340354,1.0815636,5.629315,1.2538686,5.2633376,5.6449857,4.4773107,5.6697035,5.6429915,1.236662,4.6001883,14.543236,19.591719,-0.95637196,-0.9551816,-1.6342957,18.310184,-2.3999279,-2.293064,-0.20720331,-4.6908245,0.15074462,-0.15074551,-3.1681457
PD-SCD-03,L05,2.10256795,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,5.03E-06,PD-SCD-03,960,-1.6172458,10.05131123,-2.8849123,-2.860351,2.2702034,-1.3098114,-0.08355129,1.9684166,-0.85474634,-0.5354293,-3.0396833,-0.44407564,2.1417382,5.017337,-0.2070299,0.562268,6.8548284,3.3898466,1.46588,10.068037,11.160569,2.7899022,7.9119687,15.863777,0.28060848,1.5184355,5.335166,-0.35177636,-0.25885946,10.9992285,11.196111,2.7945292,3.4667075,-1.265619,4.803645,-0.94143134,4.706436,4.8347635,1.8113424,4.79363,4.8296533,-1.0459056,4.1835694,10.243721,13.053002,-0.87029254,1.0253922,-0.30685678,14.807556,-7.8965883,-6.5005674,-3.7885776,-4.680954,1.7150952,-1.7150953,-2.9748745
PD-SCD-03,D08,0.342134632,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,1.03E-07,PD-SCD-03,1034,-3.8554118,13.14562691,-4.4606028,-4.480389,0.42890936,0.90846664,0.29679528,2.1334772,0.7788395,1.5749439,-5.5391135,-0.7578441,-6.893889,8.2712345,-0.38747093,0.15916613,10.735311,5.8748446,2.2402341,17.044258,18.729895,4.653258,13.05245,29.610968,0.51776826,-7.810051,9.367,0.078717455,0.24377799,18.989933,18.572874,-2.3544512,-0.7886743,3.0914567,3.4121978,3.281172,2.9235084,3.5029647,10.849074,3.5790555,3.4600246,3.3237836,2.4269457,19.524317,26.920202,-1.2835321,-2.757697,-0.58268476,32.41284,-7.7879796,-6.7539873,-1.9565625,-7.2960873,1.1461729,-1.1461723,-2.230572
PD-SCD-03,G18,2.733762456,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,3.08E-07,PD-SCD-03,816,-1.9650677,9.903120794,-2.2994988,-2.281379,-1.9372778,-1.4441489,0.5481078,-1.7725272,-0.66280663,-1.7713755,-1.1542752,2.9896014,0.9351177,9.60398,3.1343246,-1.6478801,2.852759,1.1662176,2.7142835,11.414667,11.868774,3.4341366,9.06013,10.299141,3.7636855,-0.8262394,10.917736,1.5423496,1.6630869,14.499646,14.6303625,3.4464707,3.0919874,-0.5680152,5.422194,-0.08629779,4.917945,5.416503,5.4854655,5.4789376,5.4172444,-0.09987643,4.265867,19.211718,16.76356,0.43331066,1.7607858,-2.3300664,8.8045025,-1.8653206,-0.36816594,0.6012444,-0.5387734,-0.8799065,0.8799051,-3.5013041
PD-SCD-03,G19,4.120801709,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,1.03E-06,PD-SCD-03,1040,-2.7583752,7.840575926,-3.1372924,-3.1103957,-0.19784246,0.21837299,0.052856315,-0.30447066,0.18432245,-0.12642948,-2.5288131,0.52862144,-2.4041708,4.34091,0.61220676,-1.147406,4.7751894,1.6521207,2.3038554,7.1726713,7.5743074,2.0236163,6.309483,12.277024,0.97476655,-3.195301,5.0566077,-0.00869808,0.027912438,8.852367,8.994328,2.8426263,3.421931,-1.3051124,4.028057,-0.778907,4.1645775,3.98568,7.188793,4.1313114,3.9938273,-0.72156954,3.3581905,9.765501,11.56471,0.03762893,-0.48093504,-1.2004921,6.3042135,-0.8250516,-1.036075,-0.8742088,-3.7986226,-0.20858663,0.20858653,-1.957388
PD-SCD-04,K10,1.206583621,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,2.51E-06,PD-SCD-04,762,-0.52843666,12.16920062,-2.4933457,-2.474115,1.0053176,1.4319112,3.5018775,1.9771109,2.7171524,1.6267016,-3.3057976,-0.33211452,-1.4136432,11.588578,-0.115308635,2.1210532,6.0789485,5.1050897,5.2537713,14.441082,11.680437,6.40386,15.180125,5.6366844,0.60794866,-1.7470721,16.991365,-0.08227134,0.004506565,13.2244,15.651796,1.6704838,2.8111324,-0.33197656,3.0097005,0.48637944,2.157416,3.0350347,4.2667904,3.0589108,3.0211906,0.48203266,2.100634,16.017202,14.031807,-0.5479512,-0.24284321,1.6163046,6.5439916,-6.859057,-4.931307,-0.8033476,-2.974333,1.5536153,-1.5536195,-2.0694647
PD-SCD-04,M20,3.582680641,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,1.03E-07,PD-SCD-04,892,-2.5851436,10.13622741,0.44015703,0.39866617,-0.2385711,0.7558171,1.8562286,0.6508989,1.3097049,0.5924682,-0.93820333,1.7959852,0.11824409,8.783748,2.1756897,-1.3639264,2.3850763,-0.14522636,3.1110036,8.037876,6.5363655,1.3029008,8.184025,4.45106,2.9729056,0.17689928,12.892318,0.1846983,0.34941763,8.365127,10.014529,4.092183,5.745792,-2.6237342,4.7965302,-2.92229,4.6617494,4.685442,6.2806096,4.8900366,4.714809,-2.816643,3.9520566,13.655968,9.705157,0.07240789,0.25725564,-2.2315342,1.3903927,-2.1857204,-1.4902686,-0.35110438,-1.1977125,0.3452748,-0.34527725,-2.5372434
PD-SCD-04,N17,0.497529478,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,1.03E-06,PD-SCD-04,876,-2.559737,13.05017876,-1.499843,-1.4533556,1.2513736,0.6631766,4.325991,4.346578,2.1194112,1.9415584,-1.5963472,2.0573025,1.7574427,11.629194,2.6214795,-0.40237457,2.154455,-0.0428276,2.4284706,10.560531,8.994583,1.8632559,10.114889,5.342261,3.3101606,0.4247502,15.67329,0.15228535,0.3575954,12.196694,14.53387,3.1169572,5.5470657,-1.8793346,4.49904,-1.2582458,4.301269,4.5941005,18.16334,4.7088914,4.5427346,-1.2798359,3.577738,16.809422,12.426429,-0.7998804,3.5588613,-2.8333633,4.7984776,-7.3277783,-5.08582,-5.7304955,-1.3981454,1.4028083,-1.4028113,-4.6770234
PD-SCD-04,G17,2.509674488,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,3.08E-07,PD-SCD-04,851,-0.7922075,13.17848523,-1.894057,-1.8401546,0.41706526,1.2976165,2.785317,0.11651771,2.1905434,0.67460835,-2.3480031,0.73846006,-1.7651633,12.719238,1.3768097,1.4253045,2.6851816,0.55595005,2.9855971,13.20937,11.532789,2.4531612,13.060853,6.816719,2.279137,-1.9275378,17.458006,-0.043140132,0.14212918,17.642834,19.344917,2.6303704,6.0644307,-2.1398866,6.0288386,-2.3592112,4.754528,5.936642,9.648396,6.1612473,5.954837,-2.4644392,4.4875946,20.288525,16.991676,-1.3782095,-2.5675058,-0.9241917,7.2293615,-1.9992568,-1.6087512,0.7363273,-1.2273209,-0.62401533,0.62401336,-2.8659887
PD-SCD-04,F03,1.137018162,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,1.01E-05,PD-SCD-04,867,0.4545009,15.04943165,-0.85469663,-0.77308476,-0.9342809,-0.33179167,0.10783811,-0.31657383,-0.577059,-0.6199917,-2.365775,2.6544595,-0.11967341,16.401852,3.415296,2.723905,5.2846837,5.4265184,6.1882305,15.364931,12.846916,6.353202,16.22272,5.898436,4.483288,-0.7407039,24.98247,0.9738058,1.2493005,18.735668,21.037453,4.9144564,6.5161552,-2.398809,7.501783,-2.1380153,7.0319796,7.508942,22.817139,7.7887697,7.482104,-2.111503,6.0428867,24.198332,17.608358,-0.20475024,1.8135234,3.452842,7.9781795,-5.3053694,-4.343637,-0.06874225,-2.8904243,-0.82468194,0.82468003,-3.2304711
PD-SCD-04,G09,2.854844938,Mut;Alectinib hydrochloride,S5232,S5232-01,Alectinib hydrochloride,ALK,5.03E-06,PD-SCD-04,958,-2.0722392,14.72842622,-3.3457522,-3.324988,-2.0734518,-2.0684211,0.42239124,-0.8011747,-2.1817532,-1.9024285,-3.848308,2.3330796,0.41981202,16.130234,2.918885,0.71323484,7.0332956,5.9851103,3.236968,14.521298,12.964603,4.5470486,17.639294,13.6798725,4.847619,-0.4303663,27.386549,1.9785428,2.391844,19.415716,21.188349,0.5274556,2.3056538,0.32044962,3.0415487,-0.054641075,2.2912652,3.1025085,33.423176,3.41568,3.0451248,-0.107458025,2.160953,28.838589,20.565697,-0.40982425,1.9688729,0.06240214,9.114964,-4.260637,-3.126252,-0.36651054,-7.7461557,-0.3599008,0.3598987,-3.653449
PD-SCD-01,K05,1.274209055,Mut;Bazedoxifene Acetate,S2167,S2167-01,Bazedoxifene Acetate,Estrogen/progestogen Receptor,5.13E-06,PD-SCD-01,838,-1.86575,14.15746345,-0.7419423,-0.7671533,2.1593804,1.9482851,5.5548825,4.4832582,4.5460763,3.7963972,-3.431542,-0.37772775,-2.585755,11.926328,-0.012415483,1.1291753,7.225568,2.3213532,2.197309,11.720621,10.385197,3.2441263,9.5662155,14.109136,0.38027957,-3.3857164,11.154342,-0.6267146,-0.62076247,10.134934,11.315273,0.25282708,3.2711926,-1.1267525,3.1877182,-0.4962677,2.8579962,3.3020709,31.802185,3.4948826,3.2324405,-0.44424763,2.1230397,15.585666,17.0338,-0.5569263,-1.9438146,0.34544387,9.470377,-6.089652,-5.1055965,-0.537492,-3.8868108,2.4666462,-2.4666438,-1.6498296
PD-SCD-01,K18,3.062713882,Mut;Bazedoxifene Acetate,S2167,S2167-01,Bazedoxifene Acetate,Estrogen/progestogen Receptor,2.56E-07,PD-SCD-01,822,-2.6454365,10.01555683,-0.46783763,-0.5027275,2.4202173,0.23673613,2.5517132,5.5859327,1.013801,2.0545259,-1.2929171,0.23020083,-0.8097295,8.857531,0.47644302,-1.4934902,2.5924015,0.041901734,1.438631,8.814165,7.1011496,3.5868578,7.939718,6.941446,0.4594807,-1.5951264,9.319507,-0.42212623,-0.4045154,5.970371,7.4437995,0.9818431,2.2978992,-0.5076654,3.2179964,-0.22676902,2.3686326,3.3043485,17.991837,3.3890064,3.25687,-0.16912922,2.0259871,11.333714,11.771512,-0.25219196,-0.9019134,-2.204948,4.3511405,-3.861958,-3.8842444,0.1318038,-1.8847927,2.1909533,-2.1909518,-2.4109507
PD-SCD-01,C18,15.44095749,Mut;Bazedoxifene Acetate,S2167,S2167-01,Bazedoxifene Acetate,Estrogen/progestogen Receptor,3.03E-05,PD-SCD-01,260,17.810255,19.6596344,2.9483845,2.8919313,-1.9355137,-1.2951236,-4.959854,-5.132233,-2.7964516,-2.532751,-6.322633,4.0499096,-6.7651105,18.140816,8.0112915,32.89902,36.5858,30.10753,16.354198,47.404636,8.514777,31.18571,40.50155,13.766496,4.89206,-6.189449,68.982056,11.024347,20.286514,-2.4797525,3.0557506,-2.5516794,-12.860253,20.077126,5.5361247,19.50731,4.5357084,5.597473,-2.7068965,5.5249653,5.5833817,20.25508,10.786194,2.2792397,-3.5785263,7.175867,-6.652542,-9.5714,-2.3547966,-99.35031,-81.62145,-42.521477,-21.211977,9.735143,-9.735136,-17.737463
PD-SCD-01,F07,51.85225916,Mut;Bazedoxifene Acetate,S2167,S2167-01,Bazedoxifene Acetate,Estrogen/progestogen Receptor,1.03E-05,PD-SCD-01,62,50.449577,61.14247406,1.4263464,1.3497757,-1.9819164,-1.4243693,-5.281997,-4.866432,-2.9923182,-2.596463,-5.985224,17.810688,-6.604474,114.780655,39.782333,73.41828,88.10592,87.76202,58.103127,128.75847,32.62507,98.09104,110.24821,11.316018,31.128181,-6.792058,449.25378,23.190603,46.715412,8.835636,38.523598,-1.7287761,-5.6793423,11.135719,-0.089944474,9.867041,-0.45941424,0.34092835,-1.988932,-0.1456088,0.19944815,10.326237,-0.05370016,-4.2161283,-3.6343346,-0.21210156,-7.2522616,-10.605945,-2.4637563,-94.28618,-81.117294,-65.5729,-22.1878,11.459144,-11.459136,-20.07688
PD-SCD-01,F09,1.909406164,Mut;Bazedoxifene Acetate,S2167,S2167-01,Bazedoxifene Acetate,Estrogen/progestogen Receptor,5.13E-07,PD-SCD-01,1144,-1.1935123,10.3950688,-0.565114,-0.56817913,0.72432786,1.4229342,1.1023662,1.0353978,1.7002388,1.6594871,-4.0505776,-0.07732878,-3.3175528,7.9647713,0.16856025,2.2633514,9.581042,3.7588096,1.2594199,7.4057565,6.8427873,4.2535176,7.053676,6.0006933,0.2495146,-2.896188,7.877593,-0.26434204,-0.32024416,7.044362,7.2632055,1.0065104,2.2231774,-0.5277832,3.568121,-0.4463873,2.7945163,3.6351163,14.851132,3.7136443,3.5983202,-0.4472956,2.8633885,10.8399515,11.427746,-0.46566513,-3.7917874,1.3351635,8.767998,-4.963286,-3.8338382,1.4962413,-1.8145763,0.7703249,-0.770325,-3.3415246
